,user_name,ski_resort,rating
1490,cheezywhiz,Stratton Mountain,5
1491,psuguy43094,Beaver Creek,5
1492,Dave O,Timberline Mountain,4
1493,mkt,Ski Brule,5
1494,gma,Wisp,2
1495,H3NDR1X15,Sunday River,3
1496,Bruce,Sunday River,5
1497,Daniel Morris,Stevens Pass,4
1498,Jeff Gibson,Mammoth Mountain,5
1499,Mark Rosasco,Vail,5
1500,bigw1313,Heavenly Mountain,5
1501,ONTHESHITER,Northstar California,2
1502,ONTHESHITER,Sierra at Tahoe,2
1503,gma,Magic Mountain Vermont,5
1504,Bob Butts,Loon Mountain,3
1505,Bob Butts,Mt. Sunapee,4
1506,Bob Butts,Pats Peak,3
1507,Bob Butts,Crotched Mountain,3
1508,stmad12,Copper Mountain,5
1509,stmad12,Snow Creek,4
1510,papi6022,Taos Ski Valley,5
1511,Colin,Bogus Basin,1
1512,Danny Zhang,Bretton Woods,4
1513,JJ,Mt. Baldy,1
1514,Jack Frost,Arapahoe Basin,5
1515,Jack Frost,Deer Valley,5
1516,Peter Mende,Pine Mountain,1
1517,Peter Mende,Pine Mountain,1
1518,Ontheslopes,Smugglers' Notch,2
1519,rar768,Woods Valley,2
1520,rar768,McCauley Mountain,4
1521,rar768,McCauley Mountain,4
1522,sampanning,Snowbird,5
1523,papi6022,Sugarbush,5
1524,Erik Szayna,Mountain High,3
1525,S. Areno,Big Sky,5
1526,S. Areno,Terry Peak,4
1527,S. Areno,Deer Mountain,4
1528,Erik Szayna,Mt. Baldy,4
1529,S. Areno,Breckenridge,4
1530,christopher griffin,Palisades Tahoe,5
1531,christopher griffin,Snowbird,5
1532,christopher griffin,Winter Park,5
1533,Nick Pope,Kirkwood,4
1534,Nick Pope,Wolf Creek,4
1535,Nick Pope,Heavenly Mountain,4
1536,Nick Pope,Silverton Mountain,5
1537,Nick Pope,Purgatory Mountain,4
1538,Nick Pope,Ski Apache,4
1539,Nick Pope,Taos Ski Valley,5
1540,johnny alonso,Whitetail,4
1541,Nick Pope,Palisades Tahoe,4
1542,johnny alonso,Liberty,3
1543,johnny alonso,Bear Mountain,4
1544,Jason Tubbs,Wolf Creek,4
1545,Jason Tubbs,Telluride,5
1546,Jason Tubbs,Breckenridge,4
1547,Jason Tubbs,Vail,4
1548,Jason Tubbs,Blue Knob,4
1549,andy D,Heavenly Mountain,5
1550,andy D,Wintergreen,3
1551,Greg morell,Wildcat Mountain,5
1552,wolfman,Perfect North Slopes,4
1553,Nick Park,Holiday Valley,4
1554,Nick Park,Alpine Valley Ohio,3
1555,Nick Park,Peekn Peak,4
1556,wolfman,Vail,4
1557,wolfman,Park City Mountain,5
1558,Charles Ball,Song Mountain,3
1559,Charles Ball,Holimont,5
1560,Charles Ball,Bristol Mountain,4
1561,Charles Ball,Gore Mountain,4
1562,Colin,Bogus Basin,3
1563,Erik Szayna,Mammoth Mountain,5
1564,Peter Mende,Mt. Bohemia,5
1565,loricipheran,Snow Trails,4
1566,ryanscottmac,Big Bear,4
1567,dave figenshu,Jack Frost,5
1568,Bill Deaton,Big Boulder,2
1569,cheezywhiz,Snowbird,5
1570,cheezywhiz,Brighton,5
1571,cheezywhiz,Solitude Mountain,4
1572,ryan,Montage Mountain,3
1573,johnny alonso,Whitetail,5
1574,loricipheran,Alpine Valley Ohio,2
1575,Seth Christopher Bjorkman,Mt. Snow,4
1576,ParkLife,Copper Mountain,5
1577,ParkLife,Sunday River,5
1578,skigenome57,Sunday River,4
1579,skigenome57,Sugarbush,5
1580,Evan Wright,Devils Head,5
1581,loricipheran,Boston Mills and Brandywine,3
1582,loricipheran,Boston Mills and Brandywine,4
1583,skigenome57,Wachusett Mountain,4
1584,Brian K Palmer,Mt. Bachelor,5
1585,Brian K Palmer,Heavenly Mountain,5
1586,Brian K Palmer,Park City Mountain,5
1587,Brian K Palmer,Brian Head,5
1588,Brian K Palmer,Lee Canyon,2
1589,flyingrabbit,Whiteface Mountain,5
1590,loricipheran,Peekn Peak,4
1591,chris  Bjornmose,Dodge Ridge,4
1592,loricipheran,Nubs Nob,5
1593,chris  Bjornmose,Dodge Ridge,4
1594,keneikirk,Shawnee Mountain,3
1595,A. cooper,Mt. Bohemia,5
1596,Daniel Morris,Summit at Snoqualmie,4
1597,treesker,Big Bear,1
1598,chris  Bjornmose,Dodge Ridge,4
1599,Quinn,Bear Creek Mountain,5
1600,ryannw,49 Degrees North,3
1601,ryannw,Lookout Pass,4
1602,ryannw,Schweitzer,4
1603,Devon Marques,Jiminy Peak,4
1604,Jack Frost,Ski Beech Mountain,4
1605,mrcompgov,Crotched Mountain,5
1606,Dave O,Timberline Mountain,4
1607,purplebunyz,Okemo Mountain,4
1608,Tahsha LePage,Devils Head,5
1609,Tahsha LePage,Whitecap Mountain,3
1610,thowes,Ragged Mountain,5
1611,thowes,Gunstock,3
1612,thowes,Crotched Mountain,5
1613,gma,Arizona Snowbowl,3
1614,Tahsha LePage,Nordic Mountain,3
1615,Tahsha LePage,Tyrol Basin,2
1616,Dedmond,Arapahoe Basin,3
1617,Dedmond,Loveland,5
1618,J Berlo,Nubs Nob,5
1619,Evan Wright,Alpine Valley Wisconsin,4
1620,George P,Sugarloaf,5
1621,George P,Greek Peak,4
1622,Tahsha LePage,Granite Peak,5
1623,loricipheran,Schuss Mountain,4
1624,Seth Christopher Bjorkman,Jiminy Peak,5
1625,Helenbry,Ski Brule,5
1626,Helenbry,Ski Brule,5
1627,Helenbry,Ski Brule,5
1628,Ray Baucum,Camelback Mountain,5
1629,beachbumltj,Timberline Mountain,4
1630,Kase1,Sugarbush,4
1631,andy D,Liberty,4
1632,Greg morell,Mt. Abram Ski,4
1633,Ktown,Killington,5
1634,Lori Kushar,Snowriver Mountain Resort,5
1635,BSbost,Deer Valley,5
1636,Ktown,Loveland,3
1637,stuck_in_614,Boston Mills and Brandywine,1
1638,Alan M,Bretton Woods,5
1639,Jackson,Jackson Hole,5
1640,Ktown,Caberfae Peaks Ski Golf,3
1641,loricipheran,Gore Mountain,4
1642,loricipheran,Pomerelle Mountain,4
1643,Alan M,Stowe Mountain,5
1644,Dave O,Liberty,3
1645,Evan O'Connell,Keystone,4
1646,Ktown,Pico Mountain,4
1647,Henry Hartley,Cranmore Mountain,5
1648,Stan,Schweitzer,5
1649,R Lee Stump,Stowe Mountain,5
1650,R Lee Stump,Killington,5
1651,stuck_in_614,Snow Trails,2
1652,alex,Hyland Ski,4
1653,andy D,Wisp,4
1654,Gary,Boyne Mountain,5
1655,Henry Hartley,King Pine,4
1656,Henry Hartley,King Pine,4
1657,Mark Fortin,Alpine Valley Wisconsin,4
1658,Mark Fortin,Cascade Mountain,5
1659,Mark Fortin,Grand Geneva,2
1660,Mark Fortin,Ski Brule,5
1661,Evan O'Connell,Crested Butte Mountain,5
1662,Garrett Serwatka,Blue Mountain,3
1663,Garrett Serwatka,Elk Mountain Ski,5
1664,Garrett Serwatka,Shawnee Mountain,4
1665,Jackson,Jay Peak,4
1666,Jackson,Montage Mountain,4
1667,Jackson,Elk Mountain Ski,4
1668,Mark Fortin,Whitecap Mountain,4
1669,otgoal21,Cataloochee,3
1670,gma,Woodbury,2
1671,Alan M,Shawnee Mountain,4
1672,Tremblay,Sugarbush,3
1673,beachbumltj,Keystone,4
1674,Dave Varney,Big Sky,5
1675,tom travis,Roundtop Mountain,3
1676,tom travis,Whitetail,4
1677,RidersProject,Snowbird,4
1678,loricipheran,Kissing Bridge,4
1679,swetsb,Killington,4
1680,swetsb,Ski Sundown,3
1681,Doug,Snow Creek,4
1682,Dave O,Roundtop Mountain,4
1683,eewdad,Cannon Mountain,2
1684,eewdad,Gunstock,3
1685,Evan Wright,Chestnut Mountain,5
1686,skigenome57,Mt. Snow,3
1687,Les,Palisades Tahoe,4
1688,Les,Sugar Bowl,4
1689,Evan O'Connell,Arapahoe Basin,5
1690,R Lee Stump,Winter Park,5
1691,RidersProject,Park City Mountain,4
1692,Vicente Pinaula,Bear Creek Mountain,4
1693,Vicente Pinaula,Spring Mountain,2
1694,andy D,Snowshoe Mountain,5
1695,beachbumltj,Sugarloaf,4
1696,Vicente Pinaula,Elk Mountain Ski,4
1697,Jeff Graham,Liberty,3
1698,Jeff Graham,Roundtop Mountain,3
1699,Jeff Graham,Whitetail,3
1700,Ross Bretherton,Alpental,4
1701,Ross Bretherton,Crystal Mountain Washington,5
1702,skigenome57,Okemo Mountain,3
1703,johnny alonso,Big Bear,5
1704,smezhir,Beaver Creek,5
1705,Al Cipparone,Wisp,4
1706,gma,Belleayre,3
1707,beachbumltj,Arapahoe Basin,5
1708,gma,Plattekill Mountain,5
1709,Kase1,Killington,3
1710,Ross Bretherton,Stevens Pass,4
1711,SGTDBP,Sunday River,5
1712,Jonathan,Waterville Valley,4
1713,Karver,Mountain Creek,2
1714,Karver,Mt. Peter,3
1715,Nick Franchino,Alta,5
1716,Nick Franchino,Paoli Peaks,4
1717,Nick Franchino,Perfect North Slopes,3
1718,Ross Bretherton,Summit at Snoqualmie,2
1719,Nick Franchino,Snowbird,4
1720,Nick Franchino,Brighton,4
1721,Nick Franchino,Solitude Mountain,4
1722,govey80,Vail,4
1723,Greg morell,Black Mountain,4
1724,lumaye64,Ski Brule,5
1725,spack,Elk Mountain Ski,4
1726,Amber,Ski Brule,5
1727,johnny alonso,Mountain High,5
1728,ryanscottmac,Belleayre,5
1729,slcrazy00,Ski Brule,5
1730,Tremblay,Arapahoe Basin,4
1731,Tremblay,Vail,5
1732,Tremblay,Beaver Creek,2
1733,Erik Szayna,Palisades Tahoe,5
1734,Erik Szayna,Mammoth Mountain,5
1735,Tremblay,Copper Mountain,4
1736,Tremblay,Breckenridge,4
1737,Evan Wright,Wilmot Mountain,3
1738,Pierre,Nubs Nob,4
1739,Pierre,Boyne Highlands,3
1740,Pierre,Mt. Holly,4
1741,skylolow,Mt. Bohemia,5
1742,Tremblay,Alta,5
1743,Tremblay,Snowbasin,5
1744,Karver,Heavenly Mountain,5
1745,Vicente Pinaula,Camelback Mountain,4
1746,Charles Hallett,Alpental,3
1747,Charles Hallett,Snowbasin,5
1748,Charles Hallett,Brundage Mountain,4
1749,Charles Hallett,Crystal Mountain Washington,4
1750,Tremblay,Keystone,4
1751,skigenome57,Killington,5
1752,WilleA,Gunstock,4
1753,cody hamlin,Sugarbush,5
1754,cody hamlin,Sugarbush,5
1755,gma,Pico Mountain,3
1756,medford_mike,Crotched Mountain,3
1757,Danny Zhang,Cannon Mountain,5
1758,Danny Zhang,Wachusett Mountain,3
1759,shaun,Peekn Peak,5
1760,Keith,Loon Mountain,5
1761,Three2Ski,Jay Peak,2
1762,Dave O,Liberty,3
1763,Stan,Red River,4
1764,Tj 1,Montage Mountain,4
1765,David Moores,Cannon Mountain,5
1766,David Moores,Bretton Woods,1
1767,David Moores,Attitash,5
1768,David Moores,King Pine,4
1769,thesnowboarder,Burke Mountain,3
1770,Jack Frost,Ski Beech Mountain,5
1771,Jeff Graham,Wisp,3
1772,jessepollock,Cascade Mountain,4
1773,jessepollock,Tyrol Basin,3
1774,SkiGirlie,Heavenly Mountain,5
1775,SkiGirlie,Big Powderhorn Mountain,5
1776,SkiGirlie,Bittersweet,3
1777,CTskinerd,Jiminy Peak,5
1778,CTskinerd,Catamount Ski Ride Area,3
1779,CTskinerd,Berkshire East,3
1780,CTskinerd,Stratton Mountain,5
1781,CTskinerd,Bousquet,2
1782,CTskinerd,Mohawk Mountain,4
1783,CTskinerd,Ski Sundown,4
1784,gma,Saskadena Six,4
1785,CTskinerd,Mt. Southington,2
1786,Daniel Morris,Mission Ridge,4
1787,dave figenshu,Jack Frost,5
1788,Nick Franchino,Wisp,5
1789,iceskier,Stowe Mountain,4
1790,iceskier,Smugglers' Notch,3
1791,iceskier,Whiteface Mountain,5
1792,iceskier,Blue Mountain,4
1793,iceskier,Shawnee Mountain,2
1794,curbdog,Mountain Creek,3
1795,curbdog,Blue Mountain,4
1796,curbdog,Jack Frost,3
1797,Mike134,Snowriver Mountain Resort,5
1798,gma,Burke Mountain,4
1799,Dave O,Timberline Mountain,4
1800,Tremblay,Jay Peak,3
1801,nanaandpapa,Granite Peak,4
1802,nanaandpapa,Big Powderhorn Mountain,5
1803,runner/skier,Sunday River,4
1804,jaynjay21,Killington,4
1805,jaynjay21,Mt. Snow,3
1806,jaynjay21,Ski Sundown,3
1807,Dave Varney,Cannon Mountain,5
1808,Dave Varney,Bretton Woods,3
1809, Merry's,Wolf Creek,4
1810, Merry's,Winter Park,5
1811,JonIngalls,Lookout Pass,5
1812,Erik Szayna,Big Bear,4
1813,sampanning,Vail,4
1814,beachbumltj,Winter Park,5
1815,Snowboarder2424,Song Mountain,4
1816,Snowboarder2424,Whiteface Mountain,5
1817,Snowboarder2424,Toggenburg Mountain,2
1818,Al Cipparone,Okemo Mountain,5
1819,Al Cipparone,Ski Butternut,3
1820,Snowboarder2424,Bristol Mountain,4
1821,Tj 1,Elk Mountain Ski,3
1822,Tj 1,Ski Sawmill,2
1823,Tj 1,Windham Mountain,4
1824,Dave O,Breckenridge,5
1825,Drake,Boston Mills and Brandywine,2
1826,Brian Campbell,Solitude Mountain,5
1827,Brian Campbell,Deer Valley,5
1828,Brian Campbell,Park City Mountain,5
1829,Brian Campbell,Vail,5
1830,Brian Campbell,Solitude Mountain,5
1831,Clay King,Wolf Creek,2
1832,Clay King,Winter Park,5
1833,Clay King,Loveland,3
1834,Clay King,Keystone,4
1835,Clay King,Angel Fire,4
1836,Clay King,Ski Santa Fe,2
1837,Clay King,Pajarito Mountain,4
1838,Clay King,Sipapu Ski and Summer,3
1839,Clay King,Ski Cooper,3
1840,Clay King,Vail,5
1841,Clay King,Sandia Peak,2
1842,Mark Gerardy,Copper Mountain,4
1843,Mark Gerardy,Breckenridge,5
1844,Mark Gerardy,Winter Park,3
1845,Mark Gerardy,Arapahoe Basin,3
1846,Mark Gerardy,Vail,2
1847,Mark Gerardy,Vail,2
1848,Mark Gerardy,Beaver Creek,5
1849,Mark Gerardy,Keystone,4
1850,Drake,Holiday Valley,5
1851,Clay King,Copper Mountain,3
1852,Clay King,Arapahoe Basin,5
1853,Lorenzo A,Camelback Mountain,4
1854,Lorenzo A,Killington,5
1855,Lorenzo A,Liberty,2
1856,Lorenzo A,Whitetail,3
1857,Elliot Green,Whitefish Mountain,4
1858,jessepollock,Snowriver Mountain Resort,4
1859,jessepollock,Cascade Mountain,4
1860,jessepollock,Devils Head,4
1861,andrew Harris,Liberty,3
1862,andrew Harris,Cannon Mountain,4
1863,andrew Harris,Killington,5
1864,Ross Bretherton,Summit at Snoqualmie,3
1865,Mark Gerardy,Wolf Creek,4
1866,M,Bristol Mountain,5
1867,Tahsha LePage,Ski Brule,3
1868,Nick Park,Snowbird,5
1869,Nick Park,Stowe Mountain,4
1870,Nick Park,Snowshoe Mountain,4
1871,Justin Howell,Big Sky,5
1872,Clay King,Alta,5
1873,Clay King,Snowbasin,5
1874,Clay King,Park City Mountain,3
1875,SkiForFree,Mt. Baldy,4
1876,Three2Ski,Wachusett Mountain,3
1877,Dave O,Timberline Mountain,2
1878,SkiForFree,Mountain High,4
1879,SkiForFree,Snow Valley,4
1880,Dave O,Blue Mountain,2
1881,Evan Wright,Cascade Mountain,4
1882,jaynjay21,Killington,4
1883,jaynjay21,Ski Sundown,4
1884,slcrazy00,Ski Brule,5
1885,Tahsha LePage,Devils Head,5
1886,Elliot Green,Jackson Hole,4
1887,Elliot Green,Snow King,3
1888,Dave O,Liberty,3
1889,Tommy T,Snowbird,5
1890,Mark Gerardy,Silverton Mountain,4
1891,Jason Buchta,Red River,1
1892,nastarfan,Pine Mountain,5
1893,Vance Boyer,Sun Valley,5
1894,Les,Winterplace Ski,2
1895,Alan M,Okemo Mountain,5
1896,cane700,Alpine Valley Wisconsin,4
1897,Jason Buchta,Angel Fire,4
1898,Bill  Rymer,Brian Head,4
1899,Alan M,Mohawk Mountain,4
1900,Jason Buchta,Pajarito Mountain,5
1901,rocketal,Holimont,4
1902,Tommy T,Snowbird,4
1903,Joseph O'Brien,Killington,3
1904,Joseph O'Brien,Killington,3
1905,Tommy T,Snowbird,5
1906,Devon Marques,Jiminy Peak,4
1907,Devon Marques,Gore Mountain,5
1908,Devon Marques,Ski Butternut,3
1909,sewardhorner,Bittersweet,4
1910,Joseph O'Brien,Killington,4
1911,SkiForFree,Mammoth Mountain,4
1912,rbericson,Kirkwood,4
1913,rbericson,Northstar California,4
1914,rbericson,Heavenly Mountain,4
1915,Dave O,Roundtop Mountain,3
1916,skier11,Snowriver Mountain Resort,5
1917,skier11,Granite Peak,5
1918,skier11,Cascade Mountain,5
1919,Joseph O'Brien,Killington,4
1920,Dave O,Liberty,2
1921,Jase,Silver Mountain,5
1922,Les,Big Sky,5
1923,runner/skier,Alta,5
1924,Adye 1,Mt. Bohemia,5
1925,runner/skier,Park City Mountain,5
1926,tom,Labrador Mt.,5
1927,Dave O,Roundtop Mountain,3
1928,tom,Toggenburg Mountain,4
1929,tom,Song Mountain,4
1930,Benjamin Sawyer,Monarch Mountain,3
1931,Benjamin Sawyer,Vail,5
1932,Benjamin Sawyer,Keystone,5
1933,Benjamin Sawyer,Eldora Mountain,5
1934,Al Cipparone,Stowe Mountain,5
1935,Al Cipparone,Smugglers' Notch,4
1936,shaun,Whitefish Mountain,5
1937,shaun,Whitefish Mountain,5
1938,shaun,Okemo Mountain,5
1939,shaun,Okemo Mountain,5
1940,spack,Stowe Mountain,5
1941,Bill Deaton,Montage Mountain,3
1942,C,Elk Mountain Ski,3
1943,nanaandpapa,Snowriver Mountain Resort,3
1944,nanaandpapa,Big Powderhorn Mountain,5
1945,papi6022,Park City Mountain,5
1946,Alan M,Red River,4
1947,Bill Deaton,Mad River Glen,5
1948,Jason Buchta,Sipapu Ski and Summer,3
1949,cody hamlin,Breckenridge,4
1950,sklein,Bogus Basin,4
1951,sklein,Pomerelle Mountain,5
1952,sklein,Soldier Mountain,1
1953,AltSchneemann,Bryce,4
1954,AltSchneemann,Bryce,4
1955,AltSchneemann,Massanutten,3
1956,AltSchneemann,Wintergreen,2
1957, Merry's,Deer Valley,4
1958,wedge2edge,Catamount Ski Ride Area,4
1959,wedge2edge,Mohawk Mountain,4
1960,Eis_geist,Boston Mills and Brandywine,1
1961,Eis_geist,Snow Trails,5
1962,MNSkier97,Welch Village,4
1963,MNSkier97,Wild Mountain Ski,5
1964,MNSkier97,Trollhaugen,4
1965,MNSkier97,Lutsen Mountains,5
1966,MNSkier97,Giants Ridge,3
1967,MNSkier97,Buck Hill,3
1968,MNSkier97,Afton Alps,4
1969,MNSkier97,Spirit Mountain,4
1970,spack,Bear Creek Mountain,4
1971,oneesnow,Bolton Valley,5
1972,oneesnow,Jay Peak,5
1973,oneesnow,Mad River Glen,5
1974,kjack,Snowbird,5
1975,kjack,Mt. Bachelor,4
1976,kjack,Beaver Creek,5
1977,kjack,Keystone,4
1978,village idiots,Jack Frost,2
1979,Verdi DiSesa,Palisades Tahoe,5
1980,Verdi DiSesa,Camelback Mountain,3
1981,Verdi DiSesa,Elk Mountain Ski,4
1982,Verdi DiSesa,Jack Frost,3
1983,lumaye64,Ski Brule,5
1984,slcrazy00,Ski Brule,5
1985,Tommy T,Sundance,4
1986,Drake,Mt. Snow,5
1987,Jase,Stevens Pass,2
1988,johnny alonso,Bear Mountain,5
1989,RatherBeSkiing,Killington,3
1990,RatherBeSkiing,Pico Mountain,4
1991,Anelizk88,Sandia Peak,2
1992,Fauster,Snowshoe Mountain,4
1993,RatherBeSkiing,Windham Mountain,3
1994,Brian Sloane,Blue Mountain,4
1995,Brian Sloane,Camelback Mountain,4
1996,Brian Sloane,Elk Mountain Ski,4
1997,Brian Sloane,Jack Frost,4
1998,Evan Wright,Grand Geneva,3
1999,Mike Barrett,Lost Trail Powder Mountain,5
2000,Anelizk88,Purgatory Mountain,5
2001,Anelizk88,Ski Santa Fe,5
2002,tjkotula,Arapahoe Basin,4
2003,tjkotula,Keystone,4
2004,vadoc,Wisp,4
2005,sledbred,Alta,5
2006,sledbred,Snowbird,5
2007,sledbred,Brighton,4
2008,sledbred,Solitude Mountain,4
2009,sledbred,Deer Valley,4
2010,sledbred,Park City Mountain,3
2011,sledbred,Jackson Hole,5
2012,sledbred,Big Sky,5
2013,ctdiver,Killington,5
2014,ctdiver,Mohawk Mountain,4
2015,ctdiver,Ski Sundown,4
2016,tjkotula,Vail,3
2017,docmenach,Boreal,4
2018,docmenach,Palisades Tahoe,3
2019,douglas,Mt. Baker,5
2020,douglas,Mt. Bachelor,5
2021,douglas,Crystal Mountain Washington,4
2022,douglas,Summit at Snoqualmie,4
2023,douglas,Mission Ridge,3
2024,skiwithkids,Big Powderhorn Mountain,5
2025,skiwithkids,Big Powderhorn Mountain,5
2026,OnEdge,Titus Mountain,5
2027,OnEdge,Whiteface Mountain,4
2028,OnEdge,Dry Hill,1
2029,OnEdge,Snow Ridge,5
2030,Lori Kushar,Snowriver Mountain Resort,5
2031,Anelizk88,Angel Fire,3
2032,skinomad,Breckenridge,5
2033,tjkotula,Breckenridge,4
2034,wedge2edge,Hunter Mountain,1
2035,Dexter,Blue Knob,4
2036,docmenach,Mt. Shasta Board Ski Park,4
2037,Alan M,Taos Ski Valley,5
2038,Alan M,Ski Santa Fe,4
2039,Alan M,Red River,4
2040,Gary,Boyne Mountain,4
2041,rocketal,Mountain Creek,3
2042,rocketal,Killington,4
2043,rocketal,Peekn Peak,2
2044,village idiots,Mountain Creek,4
2045,village idiots,Montage Mountain,4
2046,village idiots,Elk Mountain Ski,4
2047,village idiots,Jack Frost,1
2048,village idiots,Shawnee Mountain,1
2049,tandmkirk,Nubs Nob,5
2050,village idiots,Blue Mountain,4
2051,village idiots,Big Boulder,1
2052,40yrskibum,Breckenridge,3
2053,40yrskibum,Copper Mountain,4
2054,village idiots,Killington,5
2055,D.S.,Mammoth Mountain,4
2056,D.S.,Snowbird,4
2057,D.S.,Timberline Lodge,4
2058,Eis_geist,Alpine Valley Ohio,1
2059,40yrskibum,Loveland,5
2060,AltSchneemann,Ragged Mountain,4
2061,tjkotula,Boyne Mountain,4
2062,tjkotula,Nubs Nob,4
2063,tjkotula,Boyne Highlands,3
2064,papi6022,Aspen Snowmass,5
2065,Abe Gold,Jackson Hole,5
2066,Robert Oliver,Jack Frost,5
2067,Matt McAuley,Alpental,3
2068,Matt McAuley,Crystal Mountain Washington,5
2069,Matt McAuley,Stevens Pass,4
2070,Matt McAuley,Summit at Snoqualmie,1
2071,Ray Baucum,Blue Mountain,3
2072,Doug,Deer Valley,5
2073,newsance,Wolf Creek,5
2074,Dexter,Whitetail,4
2075,Richard B,Berkshire East,4
2076,Ray Baucum,Jack Frost,4
2077,Ray Baucum,Montage Mountain,4
2078,Ray Baucum,Elk Mountain Ski,5
2079,Miyah and Keira Washington,Ski Brule,5
2080,Scott Dillman,Gore Mountain,5
2081,Jacob,Ski Brule,5
2082,Nichole,Ski Brule,5
2083,Wendy,Ski Brule,5
2084,Nancy,Ski Brule,4
2085,Ron,Sugar Mountain,4
2086,Randy,Ski Brule,5
2087,Annah Kim,Loon Mountain,4
2088,Greg Smith,Monarch Mountain,5
2089,Clayton,Ski Brule,5
2090,Lou,Ski Brule,5
2091,Karl,Ski Brule,5
2092,Kris,Ski Brule,4
2093,Annah Kim,Killington,3
2094,Dexter,Liberty,3
2095,Clayton,Ski Brule,4
2096,JJ,Ski Brule,4
2097,Stan,Breckenridge,5
2098,Gary,Ski Brule,5
2099,Quinn,Mt. Snow,4
2100,Dylan,Palisades Tahoe,3
2101,Carol,Eldora Mountain,4
2102,ann phelan,Shawnee Mountain,4
2103,Annah Kim,Cranmore Mountain,5
2104,JonIngalls,Lookout Pass,5
2105,village idiots,Camelback Mountain,1
2106,village idiots,Camelback Mountain,1
2107,ann phelan,Crotched Mountain,5
2108,Dylan,Killington,5
2109,T LAFRANCE,Gore Mountain,5
2110,Bill  Rymer,Canaan Valley,4
2111,Bill  Rymer,Canaan Valley,4
2112,Rod,Keystone,2
2113,Morgan,Tamarack,5
2114,village idiots,Okemo Mountain,3
2115,Carrie,Ski Brule,5
2116,Chad,Ski Brule,5
2117,ann phelan,Killington,4
2118,Charles,Angel Fire,5
2119,Doug,Granite Peak,4
2120,Karl,Bogus Basin,3
2121,ChoochCharlie,Bear Creek Mountain,5
2122,ChoochCharlie,Bear Creek Mountain,5
2123,falisethebeast,Song Mountain,3
2124,falisethebeast,Bristol Mountain,4
2125,falisethebeast,Labrador Mt.,3
2126,ski bum,Mt. Rose Ski Tahoe,4
2127,william c,Mt. Brighton,4
2128,lname,Snowshoe Mountain,4
2129,skipoint0,Gore Mountain,5
2130,dillonhudson13,Palisades Tahoe,4
2131,Chris Comer,Red River,4
2132,Ryan Craig,Bristol Mountain,4
2133,Ryan Craig,Caberfae Peaks Ski Golf,3
2134,Dylan,Ski Brule,5
2135,Jane,Ski Brule,5
2136,Keith,Ski Brule,4
2137,Morgan,Ski Brule,4
2138,tride,Sunrise Park,3
2139,jccultrona,Alpine Valley Ohio,4
2140,jccultrona,Alpine Valley Ohio,4
2141,M,Ski China Peak,3
2142,Adam C,Granite Peak,5
2143,Adam C,Alpine Valley Wisconsin,3
2144,Adam C,Cascade Mountain,4
2145,tride,Sunrise Park,3
2146,tride,Sunrise Park,3
2147,tride,Sunrise Park,3
2148,lubbockroots,Wolf Creek,5
2149,ostromsean,Bristol Mountain,5
2150,jloloughlin2,Boyne Mountain,4
2151,jloloughlin2,Mt. Brighton,3
2152,jloloughlin2,Mt. Holly,4
2153,ostromsean,Bristol Mountain,5
2154,C,Catamount Ski Ride Area,5
2155,horse,Telluride,5
2156,colin,Elk Mountain Ski,4
2157,jccultrona,Peekn Peak,5
2158,colin,Camelback Mountain,4
2159,colin,Shawnee Mountain,4
2160,lukedborg,Lutsen Mountains,5
2161,John Martin,Nubs Nob,3
2162,John Martin,Boyne Highlands,5
2163,lukedborg,Lutsen Mountains,5
2164,ostromsean,Bristol Mountain,5
2165,ostromsean,Bristol Mountain,5
2166,Ryan Craig,Winter Park,3
2167,Ryan Craig,Arapahoe Basin,4
2168,Ryan Craig,Loveland,3
2169,JP,Silverton Mountain,4
2170,lukedborg,Wild Mountain Ski,1
2171,lukedborg,Wild Mountain Ski,1
2172,skipoint0,Gore Mountain,5
2173,skipoint0,West Mountain,2
2174,J,Catamount Ski Ride Area,5
2175,J,Catamount Ski Ride Area,5
2176,Eric's iPhone,Mammoth Mountain,5
2177,Lou,Wolf Ridge Ski,3
2178,Lou,Wolf Ridge Ski,3
2179,Robert Oliver,Blue Mountain,4
2180,Robert Oliver,Elk Mountain Ski,4
2181,Robert Oliver,Jack Frost,4
2182,Robert Oliver,Shawnee Mountain,3
2183,dillonhudson13,Diamond Peak,1
2184,Snowboarder,Stratton Mountain,5
2185,Troy,Loveland,5
2186,skipoint0,West Mountain,2
2187,ann phelan,Sunday River,5
2188,Lynn Qu,White Pass,5
2189,papi6022,Killington,5
2190,Skibumm,Killington,5
2191,jdayneyesq,Killington,4
2192,Skibumm,Killington,4
2193,dillonhudson13,Palisades Tahoe,4
2194,Troy,Wolf Creek,4
2195,Troy,Vail,5
2196,Rod,Loveland,4
2197,Rod,Loveland,4
2198,Ron,Ragged Mountain,4
2199,jdayneyesq,Okemo Mountain,4
2200,skipoint0,Gore Mountain,5
2201,Nancy,Mt. Baker,5
2202,H Muns,Bruce Mound,4
2203,H Muns,Bruce Mound,4
2204,Ian,Alta,5
2205,Mathieu Greenwood,Liberty,1
2206,Mathieu Greenwood,Wisp,1
2207,Mathieu Greenwood,Canaan Valley,5
2208,Tyler 1,Whiteface Mountain,5
2209,iPhone (3),Mt. Hood Meadows,5
2210,lubbockroots,Ski Santa Fe,5
