,user_name,ski_resort,rating
754,Les,Wintergreen,4
755,MCPG,Alta,5
756,perrmj02,Brundage Mountain,5
757,Scott Dillman,Gore Mountain,5
758,SkiBadger,Whitetail,2
759,SkiBadger,Wintergreen,4
760,tc5,Timberline Mountain,4
761,tc5,Liberty,2
762,tc5,Roundtop Mountain,2
763,tc5,Snowshoe Mountain,4
764,tc5,Whitetail,4
765,fcherichel,Mountain Creek,4
766,smk1945,Breckenridge,4
767,tc5,Canaan Valley,3
768,safer_66,Alta,5
769,safer_66,Brighton,5
770,safer_66,Park City Mountain,5
771,spack,Vail,5
772,Barker,Mountain Creek,4
773,ndboarder,Andes Tower Hills,4
774,tc5,Killington,4
775,Barker,Bear Creek Mountain,3
776,Barker,Shawnee Mountain,3
777,cpt0bvi0u5,Mt. Baldy,5
778,Dave Freeman,Snowbasin,5
779,Kyle Harmon Townsend,Appalachian Ski Mountain,2
780,Kyle Harmon Townsend,Snowshoe Mountain,4
781,Kyle Harmon Townsend,Sugar Mountain,3
782,ryan,Bear Mountain,4
783,WilleA,Loon Mountain,4
784,winstonwolf,Whitecap Mountain,2
785,smk1945,Beaver Creek,5
786,resa 1,Blue Mountain,4
787,J,Cascade Mountain,5
788,J,Wilmot Mountain,4
789,Reaper,Bear Mountain,5
790,alvlee01,Sierra at Tahoe,4
791,chris  Bjornmose,Dodge Ridge,4
792,Ian Yuh,Boreal,2
793,istink,Chestnut Mountain,4
794,istink,Grand Geneva,4
795,istink,Villa Olivia,2
796,smk1945,Copper Mountain,4
797,J,Alpine Valley Wisconsin,4
798,J,Chestnut Mountain,5
799,J,Nordic Mountain,4
800,J,Ski Snowstar,4
801,Les,Copper Mountain,4
802,Les,Steamboat,4
803,Les,Winter Park,5
804,dancinjrl,Appalachian Ski Mountain,4
805,dancinjrl,Ski Beech Mountain,3
806,dancinjrl,Ski Beech Mountain,4
807,hparks,Copper Mountain,5
808,hparks,Winter Park,4
809,J,Norway Mountain,4
810,J,Swiss Valley,5
811,shari ann,Granite Peak,4
812,resa 1,Jack Frost,4
813,offwallstreet,Sugarbush,2
814,Unionhawk,Snowshoe Mountain,4
815,zakk,Powder Mountain,5
816,BSbost,Breckenridge,5
817,crust,Timberline Lodge,5
818,Dave Freeman,Killington,4
819,echi,Winter Park,3
820,ENWR,Welch Village,5
821,ENWR,Granite Peak,5
822,gwiffie,Mt. Rose Ski Tahoe,4
823,haineroid,Anthony Lakes Mountain,5
824,john mosher,Aspen Snowmass,5
825,john mosher,Steamboat,5
826,john mosher,Vail,5
827,masterdel,Purgatory Mountain,4
828,pattwins,Mt. Southington,4
829,Ronald,Vail,5
830,spack,Killington,3
831,wespac187,Wachusett Mountain,3
832,wespac187,Stratton Mountain,5
833,wisp,Breckenridge,5
834,zakk,Sugar Bowl,4
835,zakk,Snowbird,5
836,zakk,Timberline Lodge,4
837,zakk,Ski China Peak,4
838,istink,Devils Head,4
839,J,Cascade Mountain,5
840,J,Hidden Valley,2
841,J,Snow Creek,3
842,Richard Min,Welch Village,2
843,Richard Min,Lutsen Mountains,4
844,Richard Min,Spirit Mountain,3
845,jim8588,Schuss Mountain,5
846,joancoburn,Gunstock,3
847,Les,Steamboat,4
848,Maureen,Bolton Valley,4
849,Maureen,Smugglers' Notch,2
850,Maureen,Sugarbush,5
851,mjurkiewicz,Okemo Mountain,5
852,Robert Turner,Deer Valley,4
853,SweetSki,Schweitzer,4
854,jfoldno7,Monarch Mountain,3
855,jfoldno7,Ski Cooper,2
856,jfoldno7,Crested Butte Mountain,5
857,jfoldno7,Beaver Creek,3
858,jfoldno7,Sunlight Mountain,2
859,jfoldno7,Burke Mountain,3
860,jfoldno7,Okemo Mountain,5
861,jfoldno7,Magic Mountain Vermont,3
862,Randy Agness,Stowe Mountain,5
863,Randy Agness,Whiteface Mountain,5
864,Randy Agness,McCauley Mountain,4
865,apken,Belleayre,4
866,Ian England,Aspen Snowmass,3
867,Ian England,Vail,3
868,Ian England,Keystone,4
869,J,Boyne Mountain,5
870,J,Crystal Mountain Michigan,4
871,J,Nubs Nob,5
872,Ryan Pringnitz,Caberfae Peaks Ski Golf,2
873,skiergirl27 ,Loon Mountain,3
874,skiergirl27 ,Mt. Snow,5
875,resa 1,Shawnee Mountain,3
876,bostowyo,Ragged Mountain,4
877,J,Christie Mountain,5
878,J,Christmas Mountain,4
879,J,Tyrol Basin,3
880,J,Villa Olivia,2
881,Jim Dana,Norway Mountain,5
882,Jim Dana,Pine Mountain,1
883,Mike134,Big Powderhorn Mountain,5
884,Richard Min,Spirit Mountain,4
885,Ryan Pringnitz,Nubs Nob,5
886,brtn551,Copper Mountain,5
887,brtn551,Breckenridge,5
888,brtn551,Breckenridge,5
889,George P,Cannon Mountain,5
890,J,Grand Geneva,3
891,J,Sunburst,4
892,J,Whitecap Mountain,5
893,Jim Dana,Big Powderhorn Mountain,5
894,Richard Min,Spirit Mountain,3
895,RICK STEPHENS,Copper Mountain,5
896,skinomad,Devils Head,5
897,Art Zinn,Camelback Mountain,4
898,bostowyo,Wildcat Mountain,4
899,bostowyo,Pats Peak,3
900,fcherichel,Jiminy Peak,5
901,HelderbergComplainer,Stowe Mountain,5
902,nastarfan,Pine Mountain,5
903,RICK STEPHENS,Vail,5
904,shari ann,Powder Ridge Minnesota,4
905,Alan M,Eldora Mountain,5
906,haineroid,Anthony Lakes Mountain,5
907,mjurkiewicz,Elk Mountain Ski,2
908,RICK STEPHENS,Keystone,5
909,john mosher,Snowbasin,5
910,treesker,Silver Mountain,1
911,Ian,Mt. Snow,4
912,Ian,Mt. Southington,3
913,Richard Min,Spirit Mountain,5
914,soakandski,Camelback Mountain,4
915,crust,Silver Mountain,1
916,isaac reule,Snowbasin,5
917,resa 1,Mt. Snow,5
918,isaac reule,Silverton Mountain,3
919,Richard Min,Spirit Mountain,4
920,tandmkirk,Boyne Mountain,5
921,bwm30,Steamboat,5
922,dubisaweapon,Alta,5
923,H3NDR1X15,Wachusett Mountain,3
924,H3NDR1X15,Jiminy Peak,5
925,jay_bone_22,Angel Fire,1
926,Ryan Pringnitz,Timber Ridge,2
927,zakk,Mammoth Mountain,5
928,zakk,Bear Valley,4
929,zakk,Heavenly Mountain,3
930,fcherichel,Park City Mountain,5
931,Jase,Grand Targhee,5
932,Richard Min,Spirit Mountain,3
933,LDT,Alta,5
934,mrcompgov,Bear Creek Mountain,5
935,mrcompgov,Elk Mountain Ski,5
936,smk1945,Vail,5
937,brianwatts,Okemo Mountain,5
938,brianwatts,Elk Mountain Ski,5
939,brtn551,Park City Mountain,5
940,brtn551,Granite Peak,5
941,brtn551,Devils Head,5
942,brtn551,Aspen Snowmass,4
943,brtn551,Snowy Range,3
944,Adye 1,Vail,5
945,zakk,Dodge Ridge,4
946,beefcake1313,Snow King,4
947,beefcake1313,Snow King,4
948,Bmorabito,Brian Head,5
949,brianwatts,Mt. Peter,3
950,cmustard,Snowbird,5
951,cmustard,Grand Targhee,5
952,crust,49 Degrees North,5
953,davidlau123,Alpine Valley Wisconsin,4
954,davidlau123,Cascade Mountain,5
955,davidlau123,Devils Head,3
956,davidlau123,Wilmot Mountain,3
957,HelderbergComplainer,Bromley Mountain,4
958,Hunter McPherson,Boston Mills and Brandywine,3
959,Hunter McPherson,Boston Mills and Brandywine,3
960,Hunter McPherson,Peekn Peak,4
961,iwill,Sun Valley,2
962,iwill,Mt. Hood Skibowl,5
963,jim8588,Nubs Nob,5
964,jim8588,Boyne Highlands,5
965,nmkelley,Catamount Ski Ride Area,4
966,perrmj02,Sugarbush,5
967,shari ann,Andes Tower Hills,3
968,shari ann,Andes Tower Hills,3
969,steep n deep ,Okemo Mountain,4
970,SweetSki,49 Degrees North,5
971,bigw1313,Cannon Mountain,4
972,BO$$,Arizona Snowbowl,5
973,BO$$,Hoodoo,4
974,BO$$,Cataloochee,4
975,BO$$,Ober Gatlinburg Ski,3
976,frankpa,Breckenridge,3
977,frankpa,Vail,5
978,gkphi5,Kirkwood,5
979,RICK STEPHENS,Arapahoe Basin,3
980,Scott Dillman,Sugarbush,4
981,Scott Dillman,Stratton Mountain,5
982,Bobby G,Grand Targhee,5
983,Bobby G,Beaver Mountain,5
984,brtn551,Jackson Hole,5
985,horse,Crested Butte Mountain,4
986,joancoburn,Jay Peak,4
987,joancoburn,Gunstock,3
988,pinkkid_2000,Kirkwood,5
989,pinkkid_2000,Kirkwood,4
990,Ryan Pringnitz,Boyne Mountain,4
991,BSbost,Purgatory Mountain,3
992,herbsmen,Heavenly Mountain,3
993,pattwins,Ski Butternut,4
994,newby24,Nubs Nob,5
995,newby24,Big Powderhorn Mountain,5
996,newby24,Pine Mountain,2
997,passanto1,Mt. Rose Ski Tahoe,5
998,passanto1,Heavenly Mountain,3
999,psuguy43094,Loon Mountain,5
1000,RICK STEPHENS,Winter Park,4
1001,bluemoon1975,Burke Mountain,4
1002,bluemoon1975,West Mountain,4
1003,bluemoon1975,Saskadena Six,4
1004,newsance,Monarch Mountain,5
1005,newsance,Keystone,2
1006,skiergirl27 ,Attitash,5
1007,LDT,Palisades Tahoe,4
1008,LDT,Northstar California,5
1009,resa 1,Bear Creek Mountain,5
1010,alex,White Pass,5
1011,Diane Saraceni,Bolton Valley,4
1012,Diane Saraceni,Mt. Snow,5
1013,mjnecaise,Alta,4
1014,mjnecaise,Deer Valley,4
1015,Richard Min,Lutsen Mountains,3
1016,alvlee01,Palisades Tahoe,3
1017,alvlee01,Northstar California,4
1018,alvlee01,Heavenly Mountain,3
1019,Ryan Pringnitz,Bittersweet,3
1020,Ryan Pringnitz,Boyne Highlands,2
1021,iwill,White Pass,3
1022,iwill,Stevens Pass,4
1023,LDT,Heavenly Mountain,4
1024,star1201,Giants Ridge,5
1025,star1201,Giants Ridge,5
1026,star1201,Hyland Ski,1
1027,Gunny J,Windham Mountain,4
1028,lumaye64,Ski Brule,5
1029,Gunny J,Big Boulder,3
1030,Thomas,Telluride,3
1031,SkiGalveston,Vail,5
1032,SkiGalveston,Ski Apache,2
1033,Gunny J,Hunter Mountain,4
1034,Ryan Pringnitz,Nubs Nob,5
1035,papi6022,Smugglers' Notch,5
1036,SkiGalveston,Beaver Creek,5
1037,isaac reule,Snowbird,5
1038,J,Keystone,5
1039,Ryan Pringnitz,Schuss Mountain,5
1040,Simon,Snowbasin,5
1041,Simon,Breckenridge,5
1042,Simon,Beaver Creek,4
1043,Thomas,Vail,5
1044,gma,Berkshire East,3
1045,gma,Ski Butternut,3
1046,flatlander13,Lutsen Mountains,5
1047,gma,Bousquet,3
1048,Ryan Pringnitz,Cannonsburg,2
1049,dancinjrl,Breckenridge,5
1050,gma,Bromley Mountain,5
1051,Likeabat,Solitude Mountain,4
1052,gma,Otis Ridge,3
1053,gma,Catamount Ski Ride Area,2
1054,psuguy43094,Waterville Valley,4
1055,Gunny J,Hunter Mountain,4
1056,gma,Blandford,3
1057,gma,Windham Mountain,3
1058,mir0yan222,Dodge Ridge,2
1059,mir0yan222,Heavenly Mountain,5
1060,gma,Wachusett Mountain,3
1061,gma,Hunter Mountain,3
1062,Thomas,Jackson Hole,2
1063,gma,Montage Mountain,2
1064,Burtoncustomjon,Mammoth Mountain,5
1065,Burtoncustomjon,Snow Valley,4
1066,Burtoncustomjon,Bear Mountain,4
1067,Peter Mende,Alpine Valley Wisconsin,4
1068,Unionhawk,Snowshoe Mountain,4
1069,mkt,Ski Brule,5
1070,JakeS513,Arapahoe Basin,3
1071,JakeS513,Loveland,4
1072,JakeS513,Keystone,5
1073,gma,Elk Mountain Ski,3
1074,gma,Killington,4
1075,Justin Howell,Vail,4
1076,mkt,Snowriver Mountain Resort,4
1077,mkt,Norway Mountain,4
1078,mkt,Norway Mountain,4
1079,mkt,Pine Mountain,2
1080,mkt,Lutsen Mountains,5
1081,mkt,Marquette Mountain,3
1082,Justin Howell,Killington,4
1083,apken,Mountain Creek,1
1084,Ryan Pringnitz,Crystal Mountain Michigan,4
1085,JP,Breckenridge,5
1086,Matt Woodruff,Nubs Nob,5
1087,JP,Winter Park,4
1088,Matt Woodruff,Schuss Mountain,4
1089,Matt Woodruff,Marquette Mountain,5
1090,Matt Woodruff,Mt. Holiday,3
1091,Matt Woodruff,Mt. Holiday,3
1092,Dylan,Killington,5
1093,JP,Keystone,5
1094,popski boy,Loveland,5
1095,cane700,Alpine Valley Wisconsin,4
1096,cane700,Wilmot Mountain,3
1097,fcherichel,Loveland,4
1098,Canadian,Sugarbush,5
1099,Canadian,Jay Peak,5
1100,Canadian,Mad River Glen,5
1101,Heather,Appalachian Ski Mountain,2
1102,Heather,Keystone,5
1103,Heather,Sugar Mountain,4
1104,psuguy43094,Cannon Mountain,4
1105,Chad,Big Sky,4
1106,popski boy,Wolf Creek,5
1107,popski boy,Winter Park,5
1108,quinnman,Andes Tower Hills,4
1109,A. cooper,Boyne Mountain,4
1110,Mike Barrett,Whitefish Mountain,4
1111,adube 1,Jay Peak,5
1112,adube 1,Bretton Woods,1
1113,adube 1,Mad River Glen,5
1114,Vance Boyer,Kelly Canyon,4
1115,Vance Boyer,Kelly Canyon,4
1116,Taos Rules,Silverton Mountain,4
1117,Taos Rules,Taos Ski Valley,5
1118,Taos Rules,Ski Santa Fe,2
1119,thesnowboarder,Gunstock,4
1120,thesnowboarder,Pats Peak,4
1121,herbsmen,Kirkwood,5
1122,herbsmen,Sierra at Tahoe,5
1123,herbsmen,Northstar California,4
1124,Greg morell,Berkshire East,4
1125,snowboarderboi,Arapahoe Basin,4
1126,A. cooper,Vail,5
1127,mkt,Snowriver Mountain Resort,5
1128,DubbelSac,Copper Mountain,4
1129,DubbelSac,Arapahoe Basin,5
1130,DubbelSac,Jay Peak,5
1131,DubbelSac,Bretton Woods,4
1132,DubbelSac,Shawnee Mountain,4
1133,DubbelSac,Sunday River,4
1134,DubbelSac,Okemo Mountain,2
1135,DubbelSac,Cranmore Mountain,3
1136,GuyinNM,Ski Santa Fe,4
1137,wolfman,Park City Mountain,5
1138,Jeff Gibson,Mt. Rose Ski Tahoe,5
1139,snowboarderboi,Wolf Creek,4
1140,snowboarderboi,Taos Ski Valley,4
1141,snowboarderboi,Loveland,4
1142,wolfman,Sugar Bowl,3
1143,wolfman,Northstar California,4
1144,wolfman,Snowbird,5
1145,wolfman,Brighton,4
1146,wolfman,Telluride,5
1147,GOOFY RIDER,Ski Butternut,4
1148,GOOFY RIDER,Ski Sundown,2
1149,GuyinNM,Wolf Creek,4
1150,Justin Howell,Breckenridge,5
1151,nastarfan,Pine Mountain,5
1152,quinnman,Lutsen Mountains,5
1153,quinnman,Buck Hill,4
1154,quinnman,Powder Ridge Minnesota,4
1155,GOOFY RIDER,Mt. Southington,2
1156,GOOFY RIDER,Snowshoe Mountain,5
1157,MCPG,Perfect North Slopes,3
1158,Ontheslopes,Mt. Snow,4
1159,quinnman,Welch Village,4
1160,quinnman,Andes Tower Hills,4
1161,quinnman,Spirit Mountain,4
1162,wolfman,Solitude Mountain,4
1163,wolfman,Crested Butte Mountain,4
1164,quinnman,Andes Tower Hills,4
1165,Nathan Dively,Sugar Mountain,4
1166,Nathan Dively,Wolf Ridge Ski,4
1167,wolfman,Bear Mountain,4
1168,wolfman,Alpine Valley Wisconsin,3
1169,wolfman,Wilmot Mountain,3
1170,keneikirk,Bretton Woods,4
1171,A. cooper,Snowriver Mountain Resort,4
1172,mkt,Ski Brule,5
1173,winstonwolf,Snowriver Mountain Resort,4
1174,winstonwolf,Spirit Mountain,4
1175,winstonwolf,Sundown Mountain,4
1176,wolfman,Palisades Tahoe,4
1177,papi6022,Sun Valley,3
1178,Dave&DJ,Big Powderhorn Mountain,5
1179,jfoldno7,Crested Butte Mountain,5
1180,wolfman,Grand Targhee,4
1181,wolfman,Jackson Hole,4
1182,wolfman,Snow King,3
1183,wolfman,Cascade Mountain,4
1184,wolfman,Chestnut Mountain,4
1185,wolfman,Devils Head,4
1186,wolfman,Sundown Mountain,4
1187,Dave Freeman,Snowbasin,5
1188,ryan dunlap,Snowshoe Mountain,1
1189,SGTDBP,Bradford,3
1190,swetsb,Massanutten,1
1191,wolfman,Breckenridge,3
1192,wolfman,Breckenridge,3
1193,wolfman,Keystone,3
1194,wolfman,Villa Olivia,2
1195,R Lee Stump,Mt. Baker,4
1196,R Lee Stump,Jiminy Peak,4
1197,sewardhorner,Bittersweet,4
1198,Damon,June Mountain,5
1199,DubbelSac,Sugarloaf,4
1200,ryan dunlap,Snowshoe Mountain,1
1201,R Lee Stump,Okemo Mountain,4
1202,R Lee Stump,Mt. Sunapee,4
1203,ryan dunlap,Bryce,5
1204,ryan dunlap,Winterplace Ski,1
1205,keneikirk,Stowe Mountain,5
1206,mrcompgov,Crotched Mountain,5
1207,tandmkirk,Bittersweet,3
1208,tandmkirk,Timber Ridge,3
1209,Vance Boyer,Grand Targhee,5
1210,ryannw,Silver Mountain,4
1211,nanaandpapa,Big Powderhorn Mountain,5
1212,runner/skier,Sunlight Mountain,5
1213,MCPG,Paoli Peaks,4
1214,otgoal21,Palisades Tahoe,4
1215,otgoal21,Ober Gatlinburg Ski,2
1216,otgoal21,Ober Gatlinburg Ski,2
1217,Bobby G,Whiteface Mountain,4
1218,djgray,Ski China Peak,5
1219,RidersProject,Brighton,4
1220,flyersboy114,Mt. Snow,1
1221,Nathan Dively,Appalachian Ski Mountain,4
1222,Nathan Dively,Ski Beech Mountain,4
1223,Nathan Dively,Wolf Ridge Ski,4
1224,Dave O,Timberline Mountain,3
1225,Dave O,Roundtop Mountain,4
1226,Dave O,Roundtop Mountain,4
1227,joegregdon,Mt. Snow,4
1228,skifiend,Peekn Peak,4
1229,Dave&DJ,Big Powderhorn Mountain,5
1230,papi6022,Sun Valley,3
1231,SGTDBP,Crotched Mountain,4
1232,skifiend,Blue Mountain,4
1233,GuyinNM,Angel Fire,3
1234,snowboarderboi,Timberline Lodge,4
1235,thesnowboarder,Cannon Mountain,5
1236,eewdad,Crotched Mountain,4
1237,mkt,Granite Peak,4
1238,Gunny J,Elk Mountain Ski,3
1239,Shane Wicken,Mt. Sunapee,4
1240,flyingrabbit,Blue Knob,4
1241,Carrie,Jay Peak,5
1242,Carrie,Mt. Snow,3
1243,Alan M,Mt. Snow,5
1244,Dave O,Liberty,3
1245,SkiBadger,Timberline Mountain,3
1246,Dave O,Whitetail,4
1247,djgray,Ski China Peak,5
1248,eewdad,Ragged Mountain,1
1249,sewardhorner,Swiss Valley,3
1250,thesnowboarder,Crotched Mountain,4
1251,dubisaweapon,Jay Peak,5
1252,Ontheslopes,Smugglers' Notch,4
1253,eewdad,Loon Mountain,4
1254,Mike Barrett,Solitude Mountain,4
1255,Mike Barrett,Park City Mountain,4
1256,Mike Barrett,Jackson Hole,4
1257,Reaper,Mountain High,2
1258,runner/skier,Vail,3
1259,Brian Lewis,Jiminy Peak,5
1260,Brian Lewis,Ski Butternut,5
1261,Brian Lewis,Mohawk Mountain,5
1262,Brian Lewis,Mt. Southington,4
1263,Shane Wicken,Attitash,4
1264,flyingrabbit,Tussey Mountain,2
1265,R Lee Stump,Mt. Snow,4
1266,R Lee Stump,Bromley Mountain,4
1267,popski boy,Wolf Creek,5
1268,runner/skier,Beaver Creek,5
1269,ryanscottmac,Elk Mountain Ski,4
1270,treesker,Silver Mountain,1
1271,gma,Wintergreen,4
1272,Alan M,Catamount Ski Ride Area,4
1273,Alan M,Catamount Ski Ride Area,5
1274,Brian Lewis,Okemo Mountain,5
1275,sampanning,Telluride,5
1276,gma,Snowshoe Mountain,4
1277,Damon,Arizona Snowbowl,3
1278,Cody March,Liberty,5
1279,Olivia,Sugarbush,4
1280,wolfman,Snowbasin,4
1281,wolfman,Steamboat,4
1282,andy D,Winterplace Ski,4
1283,Mike134,Big Powderhorn Mountain,5
1284,beachbumltj,Liberty,1
1285,beachbumltj,Whitetail,2
1286,beachbumltj,Wisp,4
1287,purplebunyz,Killington,5
1288,swetsb,Smugglers' Notch,4
1289,Debbi,Mountain Creek,2
1290,Dedmond,Bridger Bowl,5
1291,Dedmond,Wolf Ridge Ski,3
1292,Bill Deaton,Big Bear,4
1293,djgray,Palisades Tahoe,2
1294,drdevon,Mt. Hood Meadows,5
1295,drdevon,Sun Valley,4
1296,leerampolla,Lee Canyon,2
1297,Reaper,Bear Mountain,5
1298,R Lee Stump,Sugarbush,5
1299,Debbi,Belleayre,4
1300,Debbi,Elk Mountain Ski,3
1301,smk1945,Winter Park,4
1302,snowboarderboi,Mt. Baker,4
1303,thesnowboarder,Pats Peak,2
1304,Les,Copper Mountain,3
1305,Les,Winter Park,5
1306,ONTHESHITER,Bear Valley,5
1307,Ryan Pringnitz,Alta,5
1308,wespac187,Ragged Mountain,4
1309,brian watts,Okemo Mountain,5
1310,brian watts,Elk Mountain Ski,5
1311,Mark Lang,Bretton Woods,5
1312,Mark Lang,Shawnee Mountain,4
1313,nnypa,Titus Mountain,5
1314,nnypa,Woods Valley,4
1315,nnypa,Woods Valley,4
1316,nnypa,Dry Hill,3
1317,nnypa,Dry Hill,3
1318,Kase1,Mountain Creek,2
1319,ONTHESHITER,Kirkwood,5
1320,ONTHESHITER,Heavenly Mountain,4
1321,papi6022,Stratton Mountain,5
1322,skibum40,Ski Santa Fe,4
1323,cody hamlin,Camelback Mountain,3
1324,Dave O,Liberty,4
1325,DubbelSac,Attitash,4
1326,isaac reule,Beaver Creek,2
1327,Elliot Green,Liberty,3
1328,humanmap,Breckenridge,5
1329,humanmap,Arapahoe Basin,5
1330,humanmap,Vail,3
1331,humanmap,Keystone,5
1332,medford_mike,Wachusett Mountain,5
1333,medford_mike,Berkshire East,4
1334,purplebunyz,Wisp,4
1335,Dave O,Roundtop Mountain,4
1336,mrcompgov,Bear Creek Mountain,5
1337,thesnowboarder,Mt. Sunapee,3
1338,Lori Kushar,Snowriver Mountain Resort,4
1339,mir0yan222,Schweitzer,5
1340,R Lee Stump,Catamount Ski Ride Area,3
1341,Vance Boyer,Jackson Hole,5
1342,Three2Ski,Mt. Sunapee,5
1343,Bill Deaton,Bromley Mountain,5
1344,Bill Deaton,Montage Mountain,2
1345,bandanasFTL,Copper Mountain,4
1346,bandanasFTL,Steamboat,5
1347,bandanasFTL,Winter Park,3
1348,skijds,Canaan Valley,5
1349,vadoc,Massanutten,3
1350,vadoc,Wintergreen,4
1351,mkt,Snowriver Mountain Resort,4
1352,mkt,Big Powderhorn Mountain,5
1353,eewdad,Mt. Sunapee,4
1354,runner/skier,Telluride,5
1355,eewdad,Pats Peak,3
1356,J,Granite Peak,5
1357,keneikirk,Heavenly Mountain,5
1358,runner/skier,Silverton Mountain,5
1359,runner/skier,Purgatory Mountain,5
1360,R Lee Stump,Stratton Mountain,5
1361,R Lee Stump,Magic Mountain Vermont,4
1362,Seth Christopher Bjorkman,Mt. Southington,3
1363,mrcompgov,Elk Mountain Ski,5
1364,passanto1,Aspen Snowmass,5
1365,Seth Christopher Bjorkman,Ski Butternut,4
1366,Three2Ski,Smugglers' Notch,4
1367,bluemoon1975,Grand Targhee,4
1368,bluemoon1975,Bolton Valley,3
1369,jim8588,Alta,4
1370,ryanscottmac,Liberty,3
1371,skijds,Bryce,5
1372,ryanscottmac,Montage Mountain,3
1373,Dave O,Whitetail,2
1374,stuck_in_614,Mad River Mountain,5
1375,johnny mack,Granite Peak,5
1376,powhound820,Windham Mountain,4
1377,conboc,Bristol Mountain,5
1378,johnny mack,Afton Alps,5
1379,Seth Christopher Bjorkman,King Pine,4
1380,thesnowboarder,Wildcat Mountain,5
1381,thesnowboarder,Cranmore Mountain,2
1382,Damon,Sunrise Park,5
1383,Jack Frost,Ski Beech Mountain,5
1384,powhound820,Mountain Creek,3
1385,powhound820,Camelback Mountain,3
1386,powhound820,Campgaw Mountain,2
1387,powhound820,Shawnee Mountain,3
1388,runner/skier,Shawnee Mountain,4
1389,Bruce,Wolf Creek,5
1390,Bruce,Purgatory Mountain,4
1391,smezhir,Breckenridge,3
1392,conboc,Gore Mountain,2
1393,mjd2646,Appalachian Ski Mountain,3
1394,mjd2646,Ski Beech Mountain,4
1395,mjd2646,Sugar Mountain,4
1396,Jack Frost,Ski Beech Mountain,5
1397,markiemark,Angel Fire,5
1398,Ryan Pringnitz,Snowbird,5
1399,Bill Deaton,Snowshoe Mountain,4
1400,Dave O,Arapahoe Basin,4
1401,JonIngalls,Lookout Pass,5
1402,markiemark,Ski Santa Fe,2
1403,Brian Thayer,Snowbird,5
1404,Diane Saraceni,Whiteface Mountain,5
1405,DoUcanoe2,Whitetail,2
1406,HelderbergComplainer,Hunter Mountain,5
1407,hotdotsails,Blue Mountain,5
1408,johnny mack,Wild Mountain Ski,2
1409,johnny mack,Spirit Mountain,5
1410,Mark Rosasco,Winter Park,3
1411,sewardhorner,Timber Ridge,4
1412,stmad12,Copper Mountain,5
1413,brian watts,Greek Peak,3
1414,conboc,Woods Valley,5
1415,Daniel Morris,Crystal Mountain Washington,5
1416,Daniel Morris,Summit at Snoqualmie,4
1417,drdevon,Taos Ski Valley,5
1418,drdevon,Arapahoe Basin,4
1419,JakeS513,Breckenridge,5
1420,JC,Palisades Tahoe,4
1421,JC,Kirkwood,4
1422,Les,Breckenridge,4
1423,Les,Keystone,5
1424,markiemark,Purgatory Mountain,5
1425,noonito,Steamboat,5
1426,perrmj02,Heavenly Mountain,4
1427,perrmj02,Magic Mountain Vermont,5
1428,Ryan Pringnitz,Deer Valley,4
1429,smk1945,Crested Butte Mountain,4
1430,JC,Sierra at Tahoe,4
1431,mkt,Ski Brule,5
1432,mkt,Marquette Mountain,5
1433,pattwins,Ski Sundown,4
1434,nanaandpapa,Big Powderhorn Mountain,5
1435,psuguy43094,Vail,5
1436,Al Cipparone,Blue Mountain,4
1437,Al Cipparone,Liberty,4
1438,Al Cipparone,Canaan Valley,5
1439,nanaandpapa,Snowriver Mountain Resort,3
1440,R Lee Stump,Whiteface Mountain,5
1441,Mike134,Big Powderhorn Mountain,5
1442,skiwithkids,Big Powderhorn Mountain,5
1443,Barbra Pasker,Snowbird,4
1444,Brian Thayer,Alta,5
1445,Gunny J,Camelback Mountain,4
1446,H3NDR1X15,Bolton Valley,5
1447,Jeff Gibson,Big Bear,4
1448,Mark Lang,Killington,5
1449,markwittlich,Angel Fire,1
1450,nmkelley,Jiminy Peak,5
1451,nmkelley,Ski Butternut,3
1452,ParkLife,Sunday River,5
1453,ParkLife,Sugarbush,3
1454,passanto1,Stratton Mountain,4
1455,ryanscottmac,Whitetail,2
1456,skiergirl27 ,Attitash,5
1457,bostowyo,Bretton Woods,5
1458,DoUcanoe2,Bear Creek Mountain,4
1459,Tim Zheng,Palisades Tahoe,5
1460,Tim Zheng,Kirkwood,4
1461,Tim Zheng,Sierra at Tahoe,4
1462,Tim Zheng,Snowbird,5
1463,Tim Zheng,Northstar California,4
1464,Tim Zheng,Snowbasin,5
1465,Tim Zheng,Brighton,4
1466,Tim Zheng,Solitude Mountain,3
1467,Tim Zheng,Heavenly Mountain,3
1468,Tim Zheng,Park City Mountain,4
1469,Tim Zheng,Powder Mountain,4
1470,Tim Zheng,Big Sky,5
1471,Tim Zheng,Bridger Bowl,4
1472,Tim Zheng,Jay Peak,4
1473,Tim Zheng,Stowe Mountain,4
1474,Tim Zheng,Killington,3
1475,conboc,Belleayre,5
1476,wolfman,Telluride,5
1477,wolfman,Telluride,5
1478,djgray,Bear Valley,1
1479,Jack Frost,Appalachian Ski Mountain,4
1480,Jack Frost,Breckenridge,4
1481,Jack Frost,Vail,4
1482,Jack Frost,Beaver Creek,5
1483,Jack Frost,Sugar Mountain,4
1484,Tim Zheng,Breckenridge,4
1485,Tim Zheng,Arapahoe Basin,4
1486,Tim Zheng,Vail,4
1487,Tim Zheng,Loveland,4
1488,Tim Zheng,Beaver Creek,3
1489,Tim Zheng,Keystone,3
