,full_address,ski_resort,latitude,longitude
306,"9106 W County Road E, Upson, Wisconsin",Whitecap Mountain,45.8754681,-91.3902363
307,"Whiteface Mountain Route 86, Wilngton, New York",Whiteface Mountain,44.296586,-74.004018
308,"P.O. Box 1400, Whitefish, Montana",Whitefish Mountain,48.4106373,-114.3352652
309,"13805 Blairs Valley Rd., Mercersburg, Pennsylvania",Whitetail,39.7418218,-77.9330813
310,"499 Mountain Road, Princeton, Masshusetts",Whusett,42.5029455,-71.8862596
311,"P.O. Box 235, Taylors Falls, Minnesota",Wild Mountain Ski Snowboard Area,45.4019062,-92.65242920000001
312,"P.O. Box R, Jackson, New Hampshire",Wildcat Mountain,44.1462613,-71.1850996
313,"PO Box 5550, Eugene, Oregon",Willamette Pass,44.0520691,-123.0867536
314,"PO Box 65, Greenwich, New York",Willard Mountain,40.70712899999999,-74.0136953
315,"P.O. Box 427, Wilmot, Wisconsin",Wilmot Mountain,42.5130426,-88.1825133
316,"P.O. Box 459, Windham, New York",Windham Mountain,42.3073065,-74.2520875
317,"P.O. Box 36, Winter Park, Colorado",Winter Park,39.8916537,-105.7630624
318,"PO Box 706, Wintergreen, Virginia",Wintergreen,37.8848619,-78.89946719999999
319,"PO Box 1, Flat Top, West Virginia",Winterplace Ski,37.5895616,-81.1067614
320,"296 Marsh Hill Road, McHenry, Maryland",Wisp,39.5567451,-79.36270379999999
321,"P.O. Box 2800, Pagosa Springs, Colorado",Wolf Creek,37.26945,-107.0097617
322,"578 Valey View Circle, Mars Hill, North Carolina",Wolf Ridge Ski,35.954704,-82.5088164
323,"785 Washington Road, Woodbury, Connecticut",Woodbury,41.5905987,-73.255375
324,"Box 215, Westernville, New York",Woods Valley,43.3056251,-75.38295029999999
325,"Box 41, Slocum, Rhode Island",Yawgoo Valley,41.5328737,-71.5147291
326,"9001 Village Dr., Yosete, California",Badger Pass,37.7475951,-119.5841365
327,"P.O. Box 1000, Bend, Oregon",Mt. Bachelor,44.0581728,-121.3153096
328,"L La Belle, Michigan, Michigan",Mt. Bohemia,47.3754866,-88.01118
329,"P.O. Box 339, Shawnee on Delaware, Pennsylvania",Shawnee Mountain,41.0123174,-75.1107332
330,"499 Mountain Road, Princeton, Masshusetts",Wachusett Mountain,42.5029455,-71.8862596
331,"P.O. Box 396, Londonderry, Vermont",Magic Mountain,43.2264643,-72.8064866
