ski_resort,summit,drop,base,gondolas_and_trams,fast_eight,high_speed_sixes,quad_chairs,triple_chairs,double_chairs,surface_lifts,total_runs,longest_run,skiable_terrain,snow_making,averageSnowfall,nov_snow,dec_snow,jan_snow,feb_snow,mar_snow,apr_snow,childrenWeekdayPrice,childrenWeekendPrice,teenagerWeekdayPrice,teenagerWeekendPrice,adultWeekdayPrice,adultWeekendPrice,seniorWeekdayPrice,seniorWeekendPrice,childrenPrice_season,teenagerPrice_season,adultPrice_season,beginner_runs,intermediate_runs,advanced_runs,expert_runs,night_skiing,epic,mountain_collective,ikon,indy,dec_mean_2_guests,dec_min_2_guests,dec_max_2_guests,jan_mean_2_guests,jan_min_2_guests,jan_max_2_guests,feb_mean_2_guests,feb_min_2_guests,feb_max_2_guests,mar_mean_2_guests,mar_min_2_guests,mar_max_2_guests,apr_mean_2_guests,apr_min_2_guests,apr_max_2_guests,may_mean_2_guests,may_min_2_guests,may_max_2_guests,dec_mean_4_guests,dec_min_4_guests,dec_max_4_guests,jan_mean_4_guests,jan_min_4_guests,jan_max_4_guests,feb_mean_4_guests,feb_min_4_guests,feb_max_4_guests,mar_mean_4_guests,mar_min_4_guests,mar_max_4_guests,apr_mean_4_guests,apr_min_4_guests,apr_max_4_guests,may_mean_4_guests,may_min_4_guests,may_max_4_guests,total_lifts,state_Alaska,state_Arizona,state_California,state_Colorado,state_Connecticut,state_Idaho,state_Illinois,state_Indiana,state_Iowa,state_Maine,state_Maryland,state_Massachusetts,state_Michigan,state_Minnesota,state_Missouri,state_Montana,state_Nevada,state_New Hampshire,state_New Jersey,state_New Mexico,state_New York,state_North Carolina,state_Ohio,state_Oregon,state_Pennsylvania,state_Rhode Island,state_South Dakota,state_Tennessee,state_Utah,state_Vermont,state_Virginia,state_Washington,state_West Virginia,state_Wisconsin,state_Wyoming
West Mountain,-0.8434256410148607,-0.22679358332365002,-0.9416346605379345,-0.32343436564895045,-0.4739174682417697,-0.3035526737563743,-0.7087941219859498,-0.305820738605097,0.17291712531127051,-0.3419046200075532,-0.4456759739162383,-0.3042337222746936,-0.34788838406628525,-0.18519931553256708,-0.7017006283836154,-0.7252419177468523,-0.842814945408573,-0.8986387377311063,-0.5648549770451231,-0.18755576399880478,-0.5730149451185471,0.576694336928436,0.8101284764100348,0.07652749605472314,-0.026932171654667995,-0.16845095814399833,-0.08911926477186824,-0.03192330493982121,-0.12364534485265988,2.309649956209154,1.4715473155979857,0.6546045990491858,-1.1095808962043798,-1.2315006784153255,-1.1194956342017504,-0.5273005748506804,0.50547623259125,-0.3333333333333333,-0.21821789023599236,-0.366088266073499,1.927248223318863,-0.3915926056445097,-0.8597622036770568,-0.5911355157874962,-0.4016190324326284,-0.8560356816131004,-0.5982488329415894,-0.48932417037095705,-0.8472030684077976,-0.6905921467556576,-0.41626752973689873,-0.7862957102614379,-0.6855018349288234,-0.3055962366499198,-0.8965570298522608,-0.6929315471366913,0.14700384245963224,-0.05674031713935107,-0.2517238833707397,0.2174425793495669,-0.4088070058423929,0.2710480717067829,-0.0966431565012905,-0.3467701682464562,-0.42979266465737626,-0.011213264468110674,-0.41612106295366463,-0.3891151530690814,-0.2595349666130911,-0.3884693606754433,-0.4400148160161067,0.09867661042020713,-0.40712473980683445,-0.44257917253736545,0.9564994220685598,-0.4015927793805435,3.0552909600625404,-0.5676472731360543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mt. Bohemia,-0.8353916865307642,-0.3426185513116138,-0.8966572752836856,-0.32343436564895045,-0.4739174682417697,-0.3035526737563743,-0.7087941219859498,-0.305820738605097,-0.4034732923929645,-1.2900434822133728,1.1071933544832138,1.335296711885759,-0.07669937069804471,-0.6016543926435705,0.6959948531410901,-0.7252419177468523,-0.6448865850436221,0.26854364611498066,0.38687003898276473,-0.23505645633925418,0.02224716995738329,1.6334620320288704,1.5052040823614412,0.99269769951703,0.0395979332141029,0.2497798387542264,0.0981524449520177,0.7673703695777021,0.6184965940592677,-0.8834221542725128,-1.2040753616786015,-1.2937612799096192,-1.1095808962043798,-1.1328969603813435,-0.6200079758795227,7.115855634551568,-0.5861256034503087,-0.3333333333333333,-0.21821789023599236,-0.366088266073499,-0.5188745216627708,0.7007782844894406,-0.09170176184319456,0.5612216045269498,0.4027440157167533,-0.0052788662425587215,0.5632868659516218,0.11199790275520524,-0.1185686858834993,0.4947273814166447,0.16084796177596217,-0.036143688329450474,0.3057990787425619,0.2942740103430393,0.001944809175384569,-0.1335689968551157,0.43327097098973727,-0.4780371718990307,-0.2872879983283953,0.7020823028691704,-0.1719214712892944,0.1687798945173052,-0.28269947358167513,-0.26941494820049144,0.05928174684929309,-0.31124385429053386,-0.3658391329739102,-0.0596695812888088,0.03938651122075613,-0.8286457115922756,0.3589732176443418,0.11063082533895469,-0.3248521347019628,0.252306767786788,0.2878295253760098,-0.1520824726648212,1.0752803247795637,-1.0730166979604192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meadowlark,1.3069961758949886,-0.23732312586801035,1.641352321206083,-0.32343436564895045,-0.4739174682417697,-0.3035526737563743,-0.7087941219859498,-0.305820738605097,-0.4034732923929645,-1.2900434822133728,-0.7521633413634986,0.5637529781631931,-0.2516600244840064,-0.6016543926435705,-1.281056268393856,0.2551158205284627,-0.6053009129706319,-0.6824938518336827,-0.6101752159035939,-0.6625626874032988,0.12145752247003835,0.8008571813436797,0.7194664408511557,0.48722448381368827,-0.01642741825433575,0.11770695552320808,-0.026695361530572927,-0.8796590203371945,-0.910765583092583,0.7153979296596523,0.13541033407938957,-0.3664377729621373,0.8654012815056812,0.2475550920944066,0.12922351160381879,-0.5273005748506804,-0.5861256034503087,-0.3333333333333333,-0.21821789023599236,-0.366088266073499,-0.5188745216627708,-0.42992140880710444,-0.13010478393488767,-0.11165825243987709,-0.5563042339998172,-0.16732778345599525,-0.17683801535533283,-0.5333233464533591,-0.1550004050097142,-0.1874223185571589,-0.6382350264726144,-0.598757704778441,-0.24697094746824774,-0.6312400850175262,-0.4686990112676678,-0.19749614545872432,0.25710658420198035,0.13050272942050653,0.42399430082471695,-0.7665229199175069,-0.9417994585868644,-0.43424970201375285,-0.7970904678627384,-0.9656119286141741,-0.5113050665751545,-0.7557336169904201,-0.8686584327714545,-0.5538379389592177,-0.8905914198178797,-1.2170366094600689,-0.5998124227481965,-1.001111162104569,-1.175002387452303,-0.5815563606021962,-0.42976743692819014,-0.8649690632811706,-0.11907478788611958,-1.0730166979604192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Magic Mountain Vermont,-0.4738637347464184,0.28915400135000696,-0.6557069971359226,-0.32343436564895045,-0.4739174682417697,-0.3035526737563743,-0.7087941219859498,-0.9065400465793947,0.17291712531127051,-0.3419046200075532,-0.0165936594900739,0.6601959448785139,-0.3036014685767137,-0.22486170382885312,-0.19476444337465482,-0.23506304860919483,-0.20944419224072988,-0.20697510285935103,0.02430812811499795,0.23995046706523981,0.02224716995738329,-0.5441198851477825,-0.5498020569731515,1.0242897754984888,0.043099517680880314,0.7120349300627906,0.5351197676410849,0.7915913900176271,0.6409857437232654,1.6244413488096547,0.7348301829310906,0.5312903029125525,0.470404845963669,0.3461588101283887,-0.12052031755729505,1.8505702458522413,-0.5861256034503087,-0.3333333333333333,-0.21821789023599236,-0.366088266073499,1.927248223318863,1.3523679382535512,1.098791922999292,0.6337475771341526,0.696645898694412,0.8049657198246238,0.30123308022571443,0.6399880157440306,0.610065696640799,0.3022395947903734,0.8267504519831094,0.7140083336025369,1.6066512070920007,0.568500408968392,0.8576608463445706,-0.306172298084859,0.6534764544744335,0.411367299260293,-0.26506042647986056,1.0986057130215732,1.0421168932953353,0.23225669415215344,0.8008049611805647,1.4839700395080426,0.9330946954078757,0.822205040594176,1.042054906459214,0.7639443481618726,0.8918662813395056,1.1133087777466908,1.007751500976626,0.074768180582712,0.9640853452743595,-0.31194061575642457,-0.13620504325829016,0.7390257656056156,-0.7142683656264933,-0.7361037480775093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Mt. Baldy,1.0659775413720913,0.9209265540116277,0.9988182461453823,-0.32343436564895045,-0.4739174682417697,-0.3035526737563743,-0.7087941219859498,-0.9065400465793947,1.3256979607197403,-1.2900434822133728,-0.5069734474056904,1.5281826453164005,0.021715997056558724,-0.28435528627328216,0.008010030628929382,-0.7252419177468523,-0.8032292733355829,-0.7689518061926521,-0.7914561713374774,-0.6625626874032988,-0.5730149451185471,0.7047873908800038,0.6288044052922767,0.3924482558693117,-0.026932171654667995,0.27179198595939613,0.11896041269911616,0.0649607768198786,-0.03368874619666866,-0.8834221542725128,-1.2040753616786015,-1.5625864454874796,0.2070738889356609,0.7405736822643173,0.12922351160381879,1.1711785827942638,-0.5861256034503087,-0.3333333333333333,-0.21821789023599236,-0.366088266073499,-0.5188745216627708,-0.35326380248191497,-0.24531385020996702,0.021306030673328213,-0.16959123008184523,-0.16732778345599525,-0.07414126148977454,-0.15199715373920747,-0.26429556238835894,-0.07598202103668604,-0.2682891985797549,-0.18617409271584795,-0.1253615417018696,0.08860421137402474,-0.040840992683074735,-0.1048017799834918,0.1910449391565715,0.45817806090025737,0.5706962750250464,-0.44342977090443786,0.2722389059977653,-0.31787556934986444,-0.2717549843416525,-0.16627465480587178,-0.49826308226831,-0.34458058649302536,-0.16471141305489245,-0.44512090027172774,-0.17096563984750673,0.20706334938850643,-0.49434600230501724,-0.29581248189846254,0.168783495927267,-0.5009495915245943,-0.29929526196379014,0.09742783405090114,0.011867799216762636,-0.7361037480775093,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montage Mountain,-0.7122043844412834,-0.23732312586801035,-0.7810011417727594,-0.32343436564895045,-0.4739174682417697,-0.3035526737563743,0.0065026983668435385,0.8956178773434985,-0.4034732923929645,-0.3419046200075532,-0.5069734474056904,0.27442407801723084,-0.33914035137698717,-0.04638095649556598,-0.9406848298878395,-0.602697200462438,-0.842814945408573,-0.7257228290131674,-0.6554954547620648,-0.5675613027224,-0.5730149451185471,-0.5441198851477825,-0.5498020569731515,0.550408635776606,-0.19850981052676134,0.22776769154905668,-1.316789361850676,-0.7585539181375697,-0.910765583092583,-0.8834221542725128,-1.2040753616786015,-0.20859547390724675,-1.1095808962043798,-1.2315006784153255,-1.1194956342017504,-0.5273005748506804,0.8693435112717696,-0.3333333333333333,-0.21821789023599236,-0.366088266073499,1.927248223318863,-0.9090314483395388,-0.28371687230166015,-0.7200705782003014,-0.8347375968207571,-0.20784001275935438,-0.637202774063008,-0.8853167551125761,-0.3007272815145739,-0.6973461041811408,-0.8306068569769014,-0.22368169381244732,-0.6486504998481027,-1.0425796829555554,-0.21198420011691194,-0.6801461174159695,-0.9760441233123183,-0.9929555499386391,-0.7985221508446947,-0.7812089721453737,-0.5568604649380794,-0.2967166361382484,-0.8299239355828063,-0.3725552415951111,-0.7656237605586226,-1.0113152305428548,-0.4664029929334191,-0.7053829019781431,-0.7798797613608992,-0.4402548137244824,-0.7436302688070772,-0.6544389294608894,-0.4345489415084583,0.11332957972195734,-0.8864200493035901,-0.009505154541551293,-0.8134672952498889,-0.23073432325314433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mt. Sunapee,-0.5025181724063629,0.2996835438943673,-0.6932952405269737,-0.32343436564895045,0.43008695094773314,-0.3035526737563743,0.0065026983668435385,0.2948985693692007,-0.4034732923929645,0.13216481109535672,0.33075869028348776,-0.11134778884405211,-0.2888391634135232,0.25108695572657924,-0.5568617183810551,-0.602697200462438,-0.0906871760217593,-0.3366620343978051,0.02430812811499795,-0.18755576399880478,-0.2753838875805819,-0.5441198851477825,-0.5498020569731515,-1.1555634672221724,-0.19850981052676134,-1.2470461711973149,-1.316789361850676,-0.8796590203371945,-0.910765583092583,1.1219550367166886,-1.2040753616786015,0.5559531621398792,0.7995685422486791,1.085686695383255,0.3789673407649326,-0.5273005748506804,-0.5861256034503087,2.9999999999999996,-0.21821789023599236,-0.366088266073499,-0.5188745216627708,0.16417504021311408,0.10031334861527101,0.291263817600139,0.21712177383612674,-0.32937670066943175,1.3813196295014138,0.06799872667280311,-0.4100224388932186,1.298448315049146,0.23483712735453408,-0.3362044971022454,1.3744877960834605,0.37996975991346205,-0.3403416056922899,0.12213959755931884,1.0278257763984169,1.4412040553395098,0.8818822809045329,0.2174425793495669,-0.2607535467467063,-0.08160081515348497,0.3630253915796597,-0.9656119286141741,0.841800805259964,0.24436834908432392,-1.0446451877005951,0.8957225768739817,0.21652516475192485,-1.035787523788432,0.8064065164941929,0.5051199176576243,-1.0653055806458076,0.6414428943683139,1.3152979032206598,1.9152886401225924,0.2896248021622704,0.10617862662976565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Big Squaw Mountain Ski,-0.38013426576529175,-0.5953275723762621,-0.5272001821237825,-0.32343436564895045,-0.4739174682417697,-0.3035526737563743,-0.7087941219859498,-0.305820738605097,-0.9798637100971995,-0.8159740511104631,-0.4456759739162383,-0.11134778884405211,-0.4156856374083454,-0.6016543926435705,-1.281056268393856,-0.7252419177468523,-0.8824006174815633,-0.8554097605516215,-1.0180573656298315,-0.9000661491055458,-0.5730149451185471,-0.5441198851477825,-0.5498020569731515,-0.36576156768570084,-0.11097019885732597,-0.5866817550422231,-0.692550329437723,-0.8796590203371945,-0.910765583092583,-0.42661641600617994,0.05169247809451512,-0.28011776566649405,-1.1095808962043798,-1.2315006784153255,-1.1194956342017504,-0.5273005748506804,-0.5861256034503087,-0.3333333333333333,-0.21821789023599236,-0.366088266073499,-0.5188745216627708,0.1450106386318167,-0.13010478393488767,-0.25268097695388275,-0.1231856696116886,0.4808678853977508,-0.24058082809947248,-0.09333158562933798,-0.19143212413592914,-0.305616573503115,0.26443279358596283,0.5264703281195401,-0.2838222825489684,0.6713353084528993,0.6437318370522741,0.7901783004670291,0.12498329411116264,0.22412425270043534,-0.5229002599228637,0.1146402137544995,-0.05347870401274513,-0.43424970201375285,-0.29364396282169775,-0.44991046164107584,0.20274357422458278,-0.14456019327807654,-0.5418258879030508,0.2500092561846474,-0.049182815544828236,0.983845145124093,0.1799998981044013,-0.020865538767268526,0.7721159333629923,0.27732266163845753,-0.38084037131654014,-0.1520824726648212,-0.38889587646175566,-1.0730166979604192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Badger Pass,0.851738755129516,-0.6585048276424242,1.2237051724166275,-0.32343436564895045,-0.4739174682417697,-0.3035526737563743,-0.7087941219859498,-0.305820738605097,0.7493075430155055,-0.8159740511104631,-0.8338933060161013,-0.49711965570533506,-0.36757145761720594,-0.6016543926435705,0.8915273816445463,0.010026385959633928,-0.6448865850436221,-0.6824938518336827,-0.7914561713374774,-0.805064764424647,-0.5730149451185471,0.4005663877450302,0.3417079593558262,0.1713037239990997,-0.0514432629221099,-0.21247525255433777,-0.3388148777370495,-0.8796590203371945,0.03377870279532476,-0.05660376801045029,-0.03202537789035933,-0.4897520690987705,-1.1095808962043798,-1.2315006784153255,-1.1194956342017504,-0.5273005748506804,-0.5861256034503087,-0.3333333333333333,-0.21821789023599236,-0.366088266073499,-0.5188745216627708,0.12584623705051934,-0.4373289606684326,0.11800732748293208,-0.09224862929825084,-0.3698889299727909,0.03563802712513261,0.09733151072773787,-0.44645415801943356,0.0050654680691124025,0.16084796177596217,-0.3737120981988448,-0.036918337508140074,0.49994380931205384,-0.38312740755074914,-0.015303771938439714,0.25710658420198035,1.2539610087796522,-0.37619828572253433,-0.07627846520776854,0.5683458241891384,-0.04986241533606086,-0.33742191978178826,-0.3467701682464562,-0.23416290005470852,-0.1334479492105794,-0.2652752730144013,-0.19474226571872055,-0.20417913738460086,0.4918833411582215,-0.25145364007224086,0.18235611485144007,0.5252981180483774,0.8082155200461109,-0.47869450253984014,-0.9006133928119882,-0.8769546102088621,-0.5676472731360543,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Four Lakes,-1.1031901693339832,-1.1849819548604414,-0.9609106827897556,-0.32343436564895045,-0.4739174682417697,-0.3035526737563743,-0.7087941219859498,-0.9065400465793947,-0.9798637100971995,2.0284425355069966,-0.8951907795055534,-0.7864485558512974,-0.41076486902061526,-0.565958243176913,-1.1072495763907837,-0.7252419177468523,-0.9615719616275437,-0.941867714910591,-1.2446585599221858,-0.8525654567650964,-0.5730149451185471,-0.5441198851477825,-0.5498020569731515,-1.1555634672221724,-0.19850981052676134,-1.2470461711973149,-1.316789361850676,-0.8796590203371945,-0.910765583092583,-0.8834221542725128,-1.2040753616786015,-0.7610435205993635,-1.1095808962043798,-1.2315006784153255,-1.1194956342017504,-0.5273005748506804,-0.49255973178960377,-0.3333333333333333,-0.21821789023599236,-0.366088266073499,-0.5188745216627708,-0.8323738420143493,-1.589419623419226,-0.712012136799501,-0.850206116977476,-1.2206457453433326,-0.7151106563058454,-0.8266511870027066,-1.2115202596699468,-0.13676763786603488,-1.0229786874811884,-1.1613717212274315,-0.7923707066629133,-0.6826575347597799,-1.2816292465783945,-0.6673606876952478,0.21306548750504112,-0.7120909800988527,-0.43843548689843165,-0.07627846520776854,-0.29036423856584365,-0.38135236898471264,-0.3483664090218109,-0.24362987485183654,-0.5439100273422658,-0.44459078310049976,-0.31555720299415574,-0.5044211031921768,-0.42560245429856175,-0.28489845457736507,-0.5518731407285695,-0.45121727584218085,-0.29742793300033893,-0.5398632041827469,0.04319419731775981,0.9528917427905205,-0.46031910579060054,-0.23073432325314433,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hyland Ski,-0.9492060417221323,-1.1060103857777388,-0.8002771640245804,-0.32343436564895045,-0.4739174682417697,-0.3035526737563743,0.7217995187196369,-0.305820738605097,-0.9798637100971995,0.6062342421982666,-0.8134608148529506,-0.7864485558512974,-0.39654931590050585,-0.46283603360656933,-0.8827492658868156,-0.602697200462438,-0.842814945408573,-1.071554646449045,-1.1086978433467733,-0.9475668414459952,-0.5730149451185471,0.4684557063393612,0.4057757978174341,-1.1555634672221724,-0.19850981052676134,-0.46913688896661665,-0.5814357816682172,-0.42914804015459035,-0.49246739934222383,-0.8834221542725128,-0.03537409212975431,-0.4552240661805132,0.6679030637346751,0.543366246196353,1.1281988282482742,-0.5273005748506804,-0.2222583247697892,-0.3333333333333333,-0.21821789023599236,-0.366088266073499,-0.5188745216627708,-1.3498126847093783,-1.4358075350524535,-0.7966257715079045,-1.2987932015223234,-1.2206457453433326,-0.9948707789051249,-1.31064212390913,-1.2115202596699468,-0.8797029546691874,-1.1561591855226179,-1.1613717212274315,-0.8550179763001384,-1.1454145824400626,-0.6398422187015049,-0.6929315471366913,-1.1301879617516055,-0.9461447882986748,-0.9096600100873685,-0.6490345020945727,-0.231142854927569,-0.4236702354079448,-0.753312510902648,-0.6561910484303152,-0.4330531607340874,-0.8668560576653916,-0.6423897478625595,-0.7218551805671567,-0.7355950979781071,-0.31079118110188464,-0.4432107681507485,-0.40340041616719063,-0.29742793300033893,-0.445358716298662,-0.46238548066929014,-0.9362577223428056,-0.6230053503729693,-0.23073432325314433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mt. Crescent,-0.8353916865307642,-0.9743911039732346,-0.7038970527654752,-0.32343436564895045,-0.4739174682417697,-0.3035526737563743,0.0065026983668435385,-0.9065400465793947,-0.4034732923929645,-1.2900434822133728,-0.8134608148529506,-0.6900055891359765,-0.3883480352542889,-0.40334245116214024,-1.0637979033900158,-0.7252419177468523,-0.6844722571166123,-0.8986387377311063,-1.0633776044883025,-0.9475668414459952,-0.5730149451185471,-0.3840035677083228,-0.3986986643750197,-0.3973536436671597,-0.07945593865632923,-0.6086939022473928,-0.505278619713837,-0.2983545297789956,-0.1461344945166577,-0.8834221542725128,-0.2028098040995032,-0.8251669545904129,0.07540841042165682,0.9870829773492726,0.566275212635768,0.2370150460895445,-0.0663152053352808,-0.3333333333333333,-0.21821789023599236,-0.366088266073499,-0.5188745216627708,0.16417504021311408,0.17711939279865724,-0.41384980496988916,0.24805881414956452,0.2783067388809552,0.2091601284841794,-0.15199715373920747,0.1364533480000051,-0.5251201898313191,-0.001928202496896045,0.2639171204433445,-0.6154842982754541,-0.031369838024567075,0.344231224043059,-0.5171318884767675,1.5122778400647485,0.17731349106047095,0.42399430082471695,-0.13502267411923563,-0.6456925403954914,-0.5647297901520519,-0.227977027381562,-0.5530507550356955,-0.23742339613141966,-0.2890193661555396,-0.6172487828726824,-0.3891151530690814,-0.5141717810641461,-0.5956111728715997,-0.9194076362123759,-0.5468509951921614,-0.6265183534198254,-0.7344312674735098,0.2552114816349098,1.0241804018521554,-0.5158705063797021,-1.0730166979604192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Royal Mountain,-0.7550521416897985,-0.7111525403642259,-0.6878337008889577,-0.32343436564895045,-0.4739174682417697,-0.3035526737563743,-0.7087941219859498,-0.9065400465793947,0.7493075430155055,-1.2900434822133728,-0.7521633413634986,-0.5935626224206558,-0.39654931590050585,-0.4905997054139695,-0.6292811733823352,-0.7252419177468523,-0.7636436012625927,-1.0283256692695604,-1.0180573656298315,-0.9000661491055458,-0.5730149451185471,-0.5441198851477825,-0.5498020569731515,-0.2078011877784066,-0.09346227652343889,-0.2564995469646772,-0.3804308132312464,-0.2741335093390707,-0.3485368414926379,-0.8834221542725128,-1.2040753616786015,-0.5144149283260971,-1.1095808962043798,-1.2315006784153255,-1.1194956342017504,-0.5273005748506804,-0.5861256034503087,-0.3333333333333333,-0.21821789023599236,-0.366088266073499,-0.5188745216627708,1.7164915682982014,0.40753752534881593,7.946783148360445,1.3153867049631671,0.4808678853977508,6.905696733993516,1.5053051453646056,0.3550436627572946,6.566535106926045,0.22003929423881968,0.45145512592634135,-0.15484260976644615,0.3628306099993775,0.5153744314768962,-0.11758720970421353,3.384024449684666,1.5816363402594031,9.31502304023862,1.2601522875281077,0.3906816732743145,6.618728035191605,0.6256931333402027,-0.4756955349897308,5.928174684929325,0.744419332121696,-0.5166849229131735,6.035073496646234,-0.19310797153890283,-0.4920402667735215,-0.5199136193821515,-0.17627033271098688,-0.5442457483149539,-0.5120677665697808,1.1358986626446097,0.45387112935907586,1.24987044091674,-0.9045602230189643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coffee Mill Ski Snowboard,-0.9291211555118909,-0.8427718221687303,-0.8564988955923917,-0.32343436564895045,-0.4739174682417697,-0.3035526737563743,-0.7087941219859498,-0.9065400465793947,0.17291712531127051,-0.8159740511104631,-0.7521633413634986,-0.7864485558512974,-0.3938155556851002,-0.46283603360656933,-0.9334428843877116,-0.4801524831780236,-0.9219862895545534,-1.071554646449045,-1.199338321063715,-0.9475668414459952,-0.5730149451185471,-0.5441198851477825,-0.5498020569731515,-0.4289457196486186,-0.09346227652343889,-0.7407667854784111,-0.5468945552080339,-0.39523861153869544,-0.46098258981262696,-0.8834221542725128,-0.19946108986010821,-0.6377292244627304,1.1945649777906915,0.19825323307741552,-0.6824439331698012,-0.5273005748506804,-0.2222583247697892,-0.3333333333333333,-0.21821789023599236,-0.366088266073499,-0.5188745216627708,0.12584623705051934,0.48434356953220215,0.06965667907813014,-0.07678010914153197,0.5618923440044691,-0.017480983494983754,0.06799872667280311,0.4279071010097244,-0.03545827648378682,-0.10551303430689672,0.5264703281195401,-0.08113993960500485,0.17429996094444747,0.6437318370522741,-0.053660061100604894,0.8736819379591296,-0.00992955549938667,0.6240424474615297,-0.3112553008536369,0.24262821417862798,-0.2755577029266323,-0.4578113014220371,0.2205014454239519,-0.44609514504093195,-0.45570302716799693,0.13698016682363415,-0.405587431658095,-0.44774478598995787,0.18117062286398689,-0.4559945766893157,-0.45121727584218085,0.22363189933051475,-0.4564768913438485,0.2552114816349098,1.1667577199754253,0.05948328543599253,-0.9045602230189643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
