ski_resort,summit,drop,base,gondolas_and_trams,fast_eight,high_speed_sixes,quad_chairs,triple_chairs,double_chairs,surface_lifts,total_runs,longest_run,skiable_terrain,snow_making,averageSnowfall,nov_snow,dec_snow,jan_snow,feb_snow,mar_snow,apr_snow,childrenWeekdayPrice,childrenWeekendPrice,teenagerWeekdayPrice,teenagerWeekendPrice,adultWeekdayPrice,adultWeekendPrice,seniorWeekdayPrice,seniorWeekendPrice,childrenPrice_season,teenagerPrice_season,adultPrice_season,beginner_runs,intermediate_runs,advanced_runs,expert_runs,night_skiing,epic,mountain_collective,ikon,indy,dec_mean_2_guests,dec_min_2_guests,dec_max_2_guests,jan_mean_2_guests,jan_min_2_guests,jan_max_2_guests,feb_mean_2_guests,feb_min_2_guests,feb_max_2_guests,mar_mean_2_guests,mar_min_2_guests,mar_max_2_guests,apr_mean_2_guests,apr_min_2_guests,apr_max_2_guests,may_mean_2_guests,may_min_2_guests,may_max_2_guests,dec_mean_4_guests,dec_min_4_guests,dec_max_4_guests,jan_mean_4_guests,jan_min_4_guests,jan_max_4_guests,feb_mean_4_guests,feb_min_4_guests,feb_max_4_guests,mar_mean_4_guests,mar_min_4_guests,mar_max_4_guests,apr_mean_4_guests,apr_min_4_guests,apr_max_4_guests,may_mean_4_guests,may_min_4_guests,may_max_4_guests,total_lifts,state_Alaska,state_Arizona,state_California,state_Colorado,state_Connecticut,state_Idaho,state_Illinois,state_Indiana,state_Iowa,state_Maine,state_Maryland,state_Massachusetts,state_Michigan,state_Minnesota,state_Missouri,state_Montana,state_Nevada,state_New Hampshire,state_New Jersey,state_New Mexico,state_New York,state_North Carolina,state_Ohio,state_Oregon,state_Pennsylvania,state_Rhode Island,state_South Dakota,state_Tennessee,state_Utah,state_Vermont,state_Virginia,state_Washington,state_West Virginia,state_Wisconsin,state_Wyoming
Black River,-1.0094607003528566,-0.8006536519912889,-0.9657296883527109,-0.32343436564895045,-0.4739174682417697,-0.3035526737563743,-0.7087941219859498,-0.9065400465793947,1.3256979607197403,-0.3419046200075532,-0.5069734474056904,-0.7864485558512974,-0.3227377900845533,-0.26055785329551057,0.2397522866330256,0.6227499723817058,0.2259982005621623,0.05239876021755716,-0.15697282731888546,-0.2825571486797036,-0.2753838875805819,-0.5441198851477825,-0.5498020569731515,-1.1555634672221724,-0.19850981052676134,-1.2470461711973149,-1.316789361850676,-0.8796590203371945,-0.910765583092583,-0.42661641600617994,0.05169247809451512,-0.28011776566649405,-0.05625706809234725,0.3461588101283887,1.6276864865705019,0.15209108820729728,-0.5861256034503087,-0.3333333333333333,-0.21821789023599236,-0.366088266073499,-0.5188745216627708,-3.6112120713024685,-3.1639435291786437,-1.9248075676199496,-3.015798938918119,-3.2462572105112892,-1.7704083339588237,-2.9092788549030737,-3.0331062159806925,-1.7070627392908797,-2.976292658755487,-3.0367517760574003,-1.9052810261006767,-3.356364921356969,-3.4209193395013595,-1.6358569890399186,-3.244160603204689,-3.052629062097073,-1.5764871655434112,-3.6890473132629946,-3.281044112298712,-2.0211696928849583,-2.909376891187105,-2.8221372097173276,-2.060040703012941,-2.9226212101523656,-2.8547946669717548,-2.036343011970444,-2.960899432963414,-2.90006383355384,-2.0379908833370037,-3.2006867071541207,-3.039848103162727,-1.8323510531856724,-3.3980094173682898,-3.288783471376759,-1.9046555211072407,-0.3991907981945993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Head,1.7006599456157205,0.3396958055629366,1.9947460624894686,-0.32343436564895045,0.43008695094773314,-0.3035526737563743,-0.7087941219859498,2.097056493292094,-0.4034732923929645,-1.2900434822133728,0.4124886549360905,-0.3042337222746936,-0.0602968094056108,0.25505319455620784,1.3260441116522268,0.37766053781287706,1.0572973140949564,0.657604440730343,1.1119938607182984,1.4749684679169242,0.3198782274953485,-0.5441198851477825,-0.5498020569731515,-0.2078011877784066,-0.04794167845533249,-0.3225359885801864,-0.08911926477186824,-0.15302840713944596,0.056267852459322566,1.5148079716257348,0.8888710379432596,0.6546045990491858,-1.1095808962043798,-1.2315006784153255,-1.1194956342017504,-0.5273005748506804,-0.5861256034503087,-0.3333333333333333,-0.21821789023599236,-0.366088266073499,-0.5188745216627708,-1.0048534562460256,-1.3590014908690673,1.0366696471741688,-0.7883320363506005,-1.34218243325341,0.974073881413855,-1.075979851469652,-1.3208154170485915,-0.5251201898313191,-0.7862133576297583,-1.2738945245172297,0.7848664347919303,-1.2653886318386545,-1.4099866521537725,-0.5171318884767675,-1.7467633155087547,-1.2270093581384611,-1.0030158118512145,-0.9574415988797749,-0.8825780749485899,-0.8362694330344582,-0.8955908710229421,-1.0945372953574486,-0.7069348311778223,-0.9779784983403632,-1.2206319426297356,-0.669143889082313,-0.9902319124291621,-1.2170366094600689,-0.6253800398253307,-0.6783473592983846,-1.5040928078717897,0.0855341421089912,-1.7181801647016401,-1.8986546196748775,-1.039640854791231,-0.06227784831168934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jackson Creek,-0.7188993465113639,-0.6184925659738548,-0.6727341501250312,-0.32343436564895045,-0.4739174682417697,-0.3035526737563743,-0.7087941219859498,-0.305820738605097,2.4784787961282104,1.5543731044040863,0.024271322836227474,-0.7864485558512974,-0.19698482017589333,-0.0067185681992799435,0.19630061363225756,0.8678394069505346,0.18641252848917209,0.09562773739704186,0.1602688446904105,-0.18755576399880478,-0.2753838875805819,-0.5441198851477825,-0.5498020569731515,0.07652749605472314,-0.06194801632244215,0.4919134580110934,0.5351197676410849,-0.8796590203371945,-0.910765583092583,1.6290094061923182,0.6377174699886362,-0.2061291879845141,0.009575671164654785,0.29685695111139765,1.5028145719899448,0.3219390039717917,-0.5861256034503087,-0.3333333333333333,-0.21821789023599236,-0.366088266073499,-0.5188745216627708,-3.6112120713024685,-3.1639435291786437,-1.9248075676199496,-3.015798938918119,-3.2462572105112892,-1.7704083339588237,-2.9092788549030737,-3.0331062159806925,-1.7070627392908797,-2.976292658755487,-3.0367517760574003,-1.9052810261006767,-3.356364921356969,-3.4209193395013595,-1.6358569890399186,-3.244160603204689,-3.052629062097073,-1.5764871655434112,-3.6890473132629946,-3.281044112298712,-2.0211696928849583,-2.909376891187105,-2.8221372097173276,-2.060040703012941,-2.9226212101523656,-2.8547946669717548,-2.036343011970444,-2.960899432963414,-2.90006383355384,-2.0379908833370037,-3.2006867071541207,-3.039848103162727,-1.8323510531856724,-3.3980094173682898,-3.288783471376759,-1.9046555211072407,0.7800045263955856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hoodoo,0.2901653366911656,-0.20046972696274915,0.4102570333897802,-0.32343436564895045,-0.4739174682417697,-0.3035526737563743,1.43709633907243,-0.305820738605097,-0.4034732923929645,-0.8159740511104631,-0.3026485357741835,-0.49711965570533506,0.024996509315045504,-0.6016543926435705,1.2536246566509466,-0.3576077658936092,-0.2886155363867103,0.22531466893549595,0.0696283669734688,0.1924497747247904,0.12145752247003835,-0.5441198851477825,-0.5498020569731515,-0.11302495983403,-0.08295752312310664,-0.01436592770781026,-0.15154316801316356,-0.0803653458196711,-0.16862364418065548,0.25402413401065604,0.33298447420369326,-0.08528117777061354,0.14124114967865886,0.8391774002982995,0.8160190417968818,0.15209108820729728,4.6119783776999705,-0.3333333333333333,-0.21821789023599236,-0.366088266073499,-0.5188745216627708,0.20250384337570884,-0.32211989439335326,1.5000300277201872,0.572897737440661,-0.32937670066943175,1.239668934514437,-0.3573266421237507,-0.3371590006407888,-0.5183662324058359,0.11645446242881902,0.2639171204433445,1.227082455760578,0.27713486042895474,0.344231224043059,1.0810468266134483,0.25710658420198035,0.411367299260293,-0.02055713614597821,-0.3259413530815037,-0.4088070058423929,0.9763458454273186,0.24263600993941084,0.6588476923510854,0.7113809621915189,-0.40014180683051115,-0.16471141305489245,0.7639443481618726,-0.29274846415018524,-0.07775664238120865,0.6785684311085212,-0.2599498371422198,0.22363189933051475,0.5302611439164494,0.1410483285410598,0.09742783405090114,1.4681080860882103,-0.3991907981945993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bluewood,0.2813279867586594,-0.10570384406350603,0.3707411877735471,-0.32343436564895045,-0.4739174682417697,-0.3035526737563743,-0.7087941219859498,0.2948985693692007,-0.9798637100971995,-0.8159740511104631,-0.5069734474056904,-0.6900055891359765,-0.2215886621145442,-0.6016543926435705,0.8915273816445463,-0.23506304860919483,0.46351223300010347,1.0034362581662206,0.8400724275674732,-0.09255437931790599,-0.2753838875805819,-0.5441198851477825,-0.5498020569731515,-0.04984080787111229,-0.058446431855664734,-0.3225359885801864,-0.3388148777370495,-0.03192330493982121,-0.011199596532670853,-0.6595873425220097,0.8018044677189902,0.1613474145026529,-1.1095808962043798,-1.2315006784153255,-1.1194956342017504,-0.5273005748506804,-0.5861256034503087,-0.3333333333333333,-0.21821789023599236,-0.366088266073499,1.927248223318863,-0.506579015132294,-0.09170176184319456,-0.055249162634274845,-0.6181783146266927,-0.04579109554591785,-0.169755480605984,-0.6653208747005656,-0.1185686858834993,-0.7108540190321072,-0.31268269792689807,-0.036143688329450474,-0.19537907835523885,-0.25417878690766615,0.21587381846768108,-0.19110343059836346,0.8736819379591296,0.879474915659937,1.9799243302221499,0.2174425793495669,-0.4976390812998048,0.8000214019971847,-0.28269947358167513,-0.11470450810856196,0.5483561583559624,-0.12233570514308223,-0.16471141305489245,0.5992215622717364,0.061528842912152215,0.7767033329279366,-0.2482576879375991,0.074768180582712,0.6624191265564968,-0.13682935879473793,0.5324648534342598,0.3825824702974409,1.269710226841419,-0.9045602230189643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Beaver Mountain,1.1356051469009283,0.3944494267936104,1.2339857176175988,-0.32343436564895045,-0.4739174682417697,-0.3035526737563743,-0.7087941219859498,0.8956178773434985,-0.4034732923929645,-0.3419046200075532,-0.05745864181637527,0.7566389115938346,0.06545616050304913,-0.6016543926435705,0.16733283163174553,-0.602697200462438,0.1072411843431917,1.1763521668841594,0.885392666425944,1.1899643138742277,-0.17617353506792685,-0.5441198851477825,-0.5498020569731515,0.108119572036182,-0.058446431855664734,-0.1464388109388286,-0.27639097449575417,0.08918179725980355,-0.011199596532670853,-0.8834221542725128,-0.015281806693384442,-0.10747775107520752,-1.1095808962043798,-1.2315006784153255,-1.1194956342017504,-0.5273005748506804,-0.5861256034503087,-0.3333333333333333,-0.21821789023599236,-0.366088266073499,1.927248223318863,-1.8289227242418127,-1.6662256676026121,-1.2277523864507216,-1.4534784030895123,-1.666280267680283,-1.0692373937732877,-1.4133068681014016,-1.6122691700583107,-1.0316669967425594,-1.4521158478369054,-1.5739553332900247,-1.1719394579943359,-1.4196409810654154,-1.7522730670214468,-0.6801461174159695,-1.5705989287209978,-1.788738497818034,-0.9363330963056102,-1.4567673746272451,-1.2379063767782377,-0.5400443680718332,-1.2348700374636434,-0.5272656816870406,-0.8699596350133787,-1.2113356237578035,-0.8686584327714545,-0.8173943963834358,-1.2891533902630092,-1.3465002420826666,-0.73084646026851,-1.2521496753982677,-0.5990941517182016,-0.7094153736218404,-1.3267636398084401,-0.9719020518736231,-0.9444098823527711,-0.3991907981945993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bogus Basin,0.7933586858784143,0.6050402776808174,0.7739313198741369,-0.32343436564895045,1.3340913701372359,-0.3035526737563743,-0.7087941219859498,-0.9065400465793947,0.7493075430155055,0.13216481109535672,0.7802734958728028,0.5637529781631931,1.005869674602593,-0.30418648042142515,0.5294301066381459,-0.11251833132478045,0.3843408888541231,0.3982305776534348,0.29622956126582306,0.5249546211079362,0.12145752247003835,0.3205082290253003,0.2661562630567603,0.3924482558693117,-0.026932171654667995,0.27179198595939613,0.11896041269911616,0.2587289403392782,0.1462244511153138,-0.7052679163486429,-0.6381426552208503,-0.20859547390724675,-0.45125350363435945,0.9377811183322816,1.1281988282482742,0.3219390039717917,1.4931159890098031,-0.3333333333333333,-0.21821789023599236,-0.366088266073499,-0.5188745216627708,-1.8097583226605154,-0.7445531374019775,-1.1149342068395172,-1.5153524837163876,-0.6939867643996639,-1.1152738696440552,-1.471972436211271,-0.665044472776723,-1.1498612516885154,-1.3781266822583336,-0.5237425025852422,-0.8292220417436339,-1.4881975807217536,-0.5542706149845864,-0.7089133342875934,-1.0641263167061967,-0.19717260205924428,-0.8251952370629364,-1.4273952701715116,-1.3563491440547868,-0.9279581436181279,-1.1363696343034397,-0.991397001962829,-1.1927487466077804,-1.2113356237578035,-1.0697861526904722,-1.1138954109856811,-1.0677300733490485,-1.0616802503129517,-0.9545631096934356,-0.9532943024295786,-1.1201539840490553,-0.8567311929705609,-1.1799824429734902,-0.6511030860962659,-0.9602817110925145,0.2746351015712206,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lost Trail Powder Mountain,0.9588581482508037,0.6050402776808174,0.9666915423923472,-0.32343436564895045,-0.4739174682417697,-0.3035526737563743,-0.7087941219859498,-0.9065400465793947,1.9020883784239755,0.13216481109535672,0.3716236726097891,1.5281826453164005,0.5684680401376889,-0.6016543926435705,1.0725760191477465,-0.602697200462438,0.8989546258029957,0.5279175091918888,0.885392666425944,0.23995046706523981,-0.473804592605892,-0.5441198851477825,-0.5498020569731515,0.36085617988785285,-0.03043375612144541,0.029658366702529186,-0.10992723251896669,0.331392001659053,0.2136919001073072,-0.8834221542725128,0.38321518779461794,-0.14693832583893016,-1.1095808962043798,-1.2315006784153255,-1.1194956342017504,-0.5273005748506804,-0.5861256034503087,-0.3333333333333333,-0.21821789023599236,-0.366088266073499,-0.5188745216627708,0.04918863072532985,-0.28371687230166015,0.49272485262014704,0.21712177383612674,-0.20784001275935438,0.3543520908458308,0.1266642947826726,-0.3007272815145739,0.5892827853734095,0.308826292933106,-0.22368169381244732,2.5168791835858007,0.37996975991346205,-0.21198420011691194,2.1997719271765996,0.43327097098973727,1.3475825320595811,0.20171858233936937,0.2321286315774337,0.005742679625529487,2.2106169494382564,0.07846867133907147,0.09157607868067734,1.852554589040414,0.08879693213936372,-0.0892885180852608,1.9170038493928268,-0.03811164969913019,0.20706334938850643,1.7971516782331491,0.074768180582712,0.22363189933051475,1.5031014603702644,0.3693746347287598,0.7390257656056156,2.856893100815749,-0.06227784831168934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wild Mountain Ski,-0.93902969937561,-0.9743911039732346,-0.8282273962897209,-0.32343436564895045,-0.4739174682417697,-0.3035526737563743,2.1523931594252237,-0.9065400465793947,-0.9798637100971995,0.6062342421982666,-0.5069734474056904,-0.014904822128731366,-0.3610104331002324,-0.2050305096807101,-1.281056268393856,0.010026385959633928,-0.4469582246786711,-0.8121807833721368,-0.7461359324790064,-0.7575640720841976,-0.2753838875805819,-0.5441198851477825,-0.5498020569731515,0.20289579998055857,-0.04794167845533249,-0.01436592770781026,-0.15154316801316356,0.3071709812191281,0.1912027504433094,-0.7920610066192463,-0.06886123452370409,-0.47988692540783984,0.9312340207626832,0.49406438717936196,0.8160190417968818,-0.18760474332169155,0.45349519277974715,-0.3333333333333333,-0.21821789023599236,-0.366088266073499,-0.5188745216627708,0.8349290955585221,0.5611496137155884,0.24694238989573722,0.20165325367940787,0.6024045733078283,0.06750943349720243,0.038665942617868376,0.5007705392621542,0.11312878687684366,0.17564579489167653,0.6014855303127388,0.08100593475016599,0.17429996094444747,0.7293034407691927,0.023052517223725467,0.10296274576269303,-0.9461447882986748,0.05501660813903997,0.2321286315774337,1.2197810442101593,-0.12039219270811444,-0.08569866726126789,0.6072775456537756,-0.36784323919986484,-0.1556724373455737,0.5140946416717924,-0.2606313800747751,-0.18203680569320477,0.025814263716869564,-0.31537268276507674,0.12258504025770225,0.03166248741914761,-0.05622258971713611,0.43461072221095975,0.5251597884207109,-0.31747264713291085,-0.06227784831168934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whitefish Mountain,0.5884928465339517,1.1873239803839444,0.34471855773358867,-0.32343436564895045,0.8820891605424845,-0.3035526737563743,0.7217995187196369,2.697775801266392,-0.9798637100971995,0.13216481109535672,1.2706532837884192,2.299726379038966,1.2245704918350448,1.7780889051335915,1.1305115831487704,-0.4801524831780236,1.4531540348248584,1.219581144063644,1.1573140995767692,1.1424636215337785,0.2206678749826934,0.8008571813436797,0.7194664408511557,1.1190660034428654,0.05360427108121256,0.5799620468317722,0.4102719611584943,0.864254451337402,0.7084531927152589,1.7158024964629213,1.4715473155979857,1.887747560415518,-1.1095808962043798,-1.2315006784153255,-1.1194956342017504,-0.5273005748506804,5.651599173930027,-0.3333333333333333,-0.21821789023599236,-0.366088266073499,-0.5188745216627708,0.16417504021311408,0.10031334861527101,-0.27282708045588355,0.6347718180675365,0.5618923440044691,0.3543520908458308,0.41999213533202007,0.4279071010097244,0.31912448835408136,0.5751872890159648,0.2639171204433445,-0.029548070491995947,0.4656655094838848,0.7293034407691927,0.12213959755931884,0.7415586478683119,1.1603394854997233,0.6462700193100646,-0.39937161422083756,0.21301752235949067,-0.2579252585836189,0.06752418209904885,-0.3467701682464562,-0.10374305698626336,0.06657244400436942,-0.44126202794354186,-0.0596695812888088,0.13902700383203853,-0.4143620871999628,-0.0820681769362258,0.32580669387641087,-0.40712473980683445,-0.14794753383992437,0.2552114816349098,0.34693814076662344,0.07932307136067165,0.9484610013370406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blacktail Mountain,0.5507332604586979,0.22597674608384485,0.5927367107070193,-0.32343436564895045,-0.4739174682417697,-0.3035526737563743,-0.7087941219859498,-0.305820738605097,0.17291712531127051,-0.8159740511104631,-0.4865409562425397,-0.20779075555937285,0.13106640567278474,-0.6016543926435705,0.5294301066381459,-0.602697200462438,0.1072411843431917,0.3982305776534348,0.5228307555581773,0.382452544086588,0.02224716995738329,0.16039191158584049,0.11505287045862847,-0.14461703581548888,-0.08645910758988405,-0.2564995469646772,-0.3804308132312464,-0.34679657065884556,-0.41600429048463133,-0.24389412069964678,-0.09899966267825888,-0.3664377729621373,-1.1095808962043798,-1.2315006784153255,-1.1194956342017504,-0.5273005748506804,-0.5861256034503087,-0.3333333333333333,-0.21821789023599236,-0.366088266073499,1.927248223318863,0.16417504021311408,-1.0517773141355224,-0.36952837726548743,0.21712177383612674,-1.018084598826537,-0.403479127334496,0.038665942617868376,-1.029361664038872,-0.45082665815100387,-0.1203108674226111,-0.9738337157444348,-0.5344113610978688,0.17429996094444747,-1.067700237286098,-0.446812025012798,1.0498463247468866,0.13050272942050653,0.8685457377954121,0.6873962506413036,-0.37919631402325554,0.32747189360442575,0.15508009601922984,-0.3467701682464562,-0.02223065506848514,0.022123467734380793,-0.44126202794354186,0.07540310314110296,0.00617301368366199,-0.4143620871999628,0.010614434968386236,0.09867661042020713,-0.40712473980683445,-0.06734076476232256,0.8749543127158097,-0.18772680219563867,0.8372028936834142,-0.7361037480775093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arapahoe Basin,2.2576807898464164,1.3736968834191225,2.373841166775282,-0.32343436564895045,-0.021915258647018293,-0.3035526737563743,1.43709633907243,-0.305820738605097,-0.4034732923929645,0.13216481109535672,1.9244930010092411,0.5637529781631931,0.36507628011150844,-0.10587453893999502,1.2536246566509466,3.3187337526388223,0.7010262654380447,0.6143754635508583,0.5681509944166482,1.094962929193329,3.2961888028750006,1.345252660637843,1.5354247608810676,1.3402105353130775,0.14814705168420278,0.7120349300627906,0.9512791225830537,1.5182220032153755,1.540551730283178,-0.11142045660241023,0.33298447420369326,-0.03595545931596025,-0.6487517214053655,-0.2454634980755041,1.939866273021894,1.5108744143232524,-0.5861256034503087,-0.3333333333333333,4.58257569495584,2.7315816776253388,-0.5188745216627708,-0.9090314483395388,0.5995526358072815,-0.8449764199127064,-0.46349311305950397,0.9670146370380603,-0.9700819072824038,-0.2839946819864138,0.7557925731456586,-0.7446238061595233,-0.22389569923261177,0.45145512592634135,-0.7076126359772558,-0.7512141344161181,0.5581602333353555,-0.935854711830404,-0.932003026615379,0.45817806090025737,-0.7629580358870391,-0.9574415988797749,-0.34958562220411826,-0.7551601890565965,-0.16231009194142626,0.4267820322131912,-0.6580273900271553,-0.07788672887309361,0.3129669217527747,-0.4648876345785441,0.24973866228901898,0.983845145124093,-0.5103257629782262,-0.5707594250296565,0.22363189933051475,-0.7288721799509167,-1.08212831175019,-0.33030412031890855,-0.9642496682774503,0.10617862662976565,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ski Santa Fe,1.9965772691132777,0.5260687085981147,2.235696340637231,-0.32343436564895045,-0.4739174682417697,-0.3035526737563743,0.0065026983668435385,0.2948985693692007,0.17291712531127051,-0.3419046200075532,0.7189760223833508,-0.5935626224206558,-0.0548292889747995,0.48906128550429545,0.3483814691349457,1.2354735588037777,0.3447552167811329,0.44145955483291943,0.3415498001242939,0.7624580828101832,-0.17617353506792685,1.3772759241257349,1.4749834038418148,1.1190660034428654,0.07811536234865446,0.7780713716782998,0.7431994451120694,0.864254451337402,0.8658772403632435,-0.8834221542725128,-1.2040753616786015,-1.5625864454874796,-0.05625706809234725,0.29685695111139765,1.8149943584413373,-0.017756827557197135,-0.5861256034503087,-0.3333333333333333,-0.21821789023599236,-0.366088266073499,-0.5188745216627708,-0.6215654246200782,0.25392543698204345,-0.8449764199127064,-0.44802459290278507,0.52138011470111,-0.3539013840890541,-0.7533192268653698,0.06358990974757528,-0.8661950398182209,-0.3570761972740412,0.3014247215399439,-0.43122762287185096,-0.1170655875949898,0.21587381846768108,-0.3573140169677459,0.5213531643836158,0.9730964389398657,-0.29173351269810227,0.7755125640085042,0.8052313587422368,0.8247068240774035,0.0018572466589131074,0.6330626190024305,-0.5210865548052879,0.17769488467934097,0.28782595676289746,-0.5044211031921768,0.3604503207459994,0.3365269820111042,0.5411424893189241,0.7202957861950805,1.073782152080855,0.4079612184193984,0.6955550721397598,1.8439999810609573,-0.14288253099573453,-0.23073432325314433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vail,1.861339035297652,2.3424147975002745,1.51927084694455,3.064925655435292,6.306115675679502,4.051768297530735,0.0065026983668435385,-0.305820738605097,-0.9798637100971995,2.9765813977128164,4.58071685221883,-0.49711965570533506,2.476085918447752,1.2267817078152157,1.2825924386514587,2.338376014363507,1.2552256744599075,1.0466652353457053,0.7494319498505315,1.1424636215337785,1.8080335151851747,4.419485955475471,4.557492612843704,-1.1555634672221724,-0.19850981052676134,3.705686949965873,3.7811627361884415,4.3278603742466695,4.3741845879469015,1.1219550367166886,-1.2040753616786015,0.5559531621398792,0.404572106706667,0.49406438717936196,1.377942657409388,-0.35745265908618595,-0.5861256034503087,2.9999999999999996,-0.21821789023599236,-0.366088266073499,-0.5188745216627708,1.3715323398348485,1.7132402764663819,-0.07942448683667581,2.026938632172236,1.1695757835548561,0.4287187057139937,2.1066272184907677,2.8324005633399088,0.7142309977448488,2.025374934355974,3.1144948037848965,0.7369596991869934,2.3166937002050156,1.199947261212245,0.8892653808026224,-0.4475509629490474,0.22412425270043534,-0.6429291479049514,2.4937806746689164,1.2790024278484338,1.1526702888574525,3.022536276905157,1.3034745260674583,2.50465380438264,3.1224395625660875,1.1929006963984772,2.575894992953372,2.1539791877490826,3.3659759853798916,1.4775564647689696,2.88400868648839,2.033629211637691,3.212520873567682,-0.038350912034990185,-0.2590154612572736,-0.011939943892852313,3.8122210753417756,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
